Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14721929,2021-06-03 21:37:05,2021-06-03 21:15:05,14780409,4463683518,14780409,302,1729,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/014376/SRR14721929,SRX11059177,FEN_65_Buellia_stillingiana_Plate3_H1_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126250,SAMN19302482,simple,411580,Buellia stillingiana,FEN_65_Buellia_stillingiana_Plate3_H1_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,D0B4877F4F286C9020EC04ADE2160A17,C6E146D9419F85D2D0952F1D705860AA
SRR14721952,2021-06-03 21:25:32,2021-06-03 21:10:06,5464297,1650217694,5464297,302,698,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/014376/SRR14721952,SRX11059154,FEN_9_Cladonia_ochrochlora_Plate1_A2_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126227,SAMN19302453,simple,174062,Cladonia ochrochlora,FEN_9_Cladonia_ochrochlora_Plate1_A2_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,348C08242EAE9DCDB8A900FD09099742,1E806D86F179730F256D185DD2CE082F
SRR14721963,2021-06-03 21:25:32,2021-06-03 21:09:14,2393845,722941190,2393845,302,285,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/014376/SRR14721963,SRX11059143,Plate1_A7_S1_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126216,SAMN19302479,simple,2022349,Pseudocyphellaria holarctica,Plate1_A7_S1_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,BD499ED7334F87F01E23AA25382AF031,A43DA319B50F5CB77A83B4BCF27DFB72
SRR14721951,2021-06-03 21:11:01,2021-06-03 21:08:24,2479079,748681858,2479079,302,298,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/014376/SRR14721951,SRX11059155,Plate1_B7_S7_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126228,SAMN19302480,simple,264804,Usnea cornuta,Plate1_B7_S7_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,328CBD0661D3F56E451350F508228071,71E0A4E8A8F15069131521A11F0CC057
SRR14721940,2021-06-03 21:11:01,2021-06-03 21:07:53,2740015,827484530,2740015,302,333,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/014376/SRR14721940,SRX11059166,Plate1_C7_S13_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126239,SAMN19302481,simple,142670,Usnea ceratina,Plate1_C7_S13_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,4C72E2D23E77FEAFF32AAA14F079A0DF,C4464419141932409A473D183F36E43F
SRR14722328,2021-06-03 21:37:05,2021-06-03 21:23:44,1682431,508094162,1682431,302,207,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/014377/SRR14722328,SRX11059188,Plate1_D7_S19_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126261,SAMN19302483,simple,1045801,Menegazzia subsimilis,Plate1_D7_S19_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,4C442E050FB9291F7EE0E6B9655A7549,3F200332B9381F458534ABACB30105DE
SRR14722317,2021-06-03 21:37:05,2021-06-03 21:23:26,2653652,801402904,2653652,302,321,,https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/014377/SRR14722317,SRX11059199,Plate1_E7_S25_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126271,SAMN19302484,simple,162005,Peltigera praetextata,Plate1_E7_S25_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,551A20CE5DE00C1FD4761E7A262FAF0A,2B2C2E365CCD525AD8CB7B97C4D16252
SRR14722306,2021-06-03 21:37:05,2021-06-03 21:22:49,1976396,596871592,1976396,302,243,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/014377/SRR14722306,SRX11059210,Plate1_F7_S31_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126283,SAMN19302485,simple,2233981,Usnea subfusca,Plate1_F7_S31_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,8F539D749CBDA5FD64B88767E7206390,6F617D4148345272093A00E21FEA29A7
SRR14722295,2021-06-03 22:10:58,2021-06-03 21:22:34,2363394,713744988,2363394,302,275,,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/014377/SRR14722295,SRX11059221,Plate1_G7_S37_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126294,SAMN19302486,simple,797578,Bryoria bicolor,Plate1_G7_S37_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,BCB106F4030D0D89FFBEC68F4EE7C380,8827EE347F35091E566DE34278E6389B
SRR14722284,2021-06-03 21:37:06,2021-06-03 21:22:39,3014381,910343062,3014381,302,370,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/014377/SRR14722284,SRX11059232,Plate1_H7_S43_L002_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126305,SAMN19302487,simple,933966,Hypogymnia krogiae,Plate1_H7_S43_L002_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6263FB5FA779CBB1DD21FA5046DBBE86,3C33D79F8FB2BE87734831B802CBB926
SRR14722065,2021-06-03 21:37:03,2021-06-03 21:17:10,7359505,2222570510,7359505,302,916,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/014377/SRR14722065,SRX11059041,FEN_298_S42_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126113,SAMN19302648,simple,286400,Polysporina simplex,FEN_298_S42_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,DCF2354E49E83267C981F3A613666DD8,521965D8140EF3AE6D0CE0A10CA4738E
SRR14722064,2021-06-03 21:37:03,2021-06-03 21:16:54,5404744,1632232688,5404744,302,671,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/014377/SRR14722064,SRX11059042,FEN_299_S43_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126114,SAMN19302649,simple,262917,Porpidia contraponenda,FEN_299_S43_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,B1458118740A139B49C8564FE158C81C,B613E8BD473126AEEE136DF6257E9E05
SRR14722061,2021-06-03 21:37:04,2021-06-03 21:16:18,4611865,1392783230,4611865,302,583,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/014377/SRR14722061,SRX11059045,FEN_300_S44_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126118,SAMN19302650,simple,271832,Pyrenula pseudobufonia,FEN_300_S44_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,2548048358F93C34DAA8EB97688EDB14,78C0FBE21E628FFC3A4296587FE9ECA0
SRR14722060,2021-06-03 21:37:04,2021-06-03 21:13:47,1686467,509313034,1686467,302,212,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/014377/SRR14722060,SRX11059046,FEN_301_S45_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126119,SAMN19302651,simple,714637,Nigrovothelium tropicum,FEN_301_S45_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,87E440ACE537D006F57BD44AC72F1436,D62B27792E084EA4783C3B483F667333
SRR14722059,2021-06-03 21:37:04,2021-06-03 21:15:30,5169209,1561101118,5169209,302,658,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/014377/SRR14722059,SRX11059047,FEN_302_S46_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126120,SAMN19302652,simple,404712,Tuckermannopsis ciliaris,FEN_302_S46_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,8C734F5B3128D5F5373A785F803288EF,3E29A78CD307C4B9D905D746B0920E2B
SRR14722058,2021-06-03 21:37:04,2021-06-03 21:17:12,6128576,1850829952,6128576,302,769,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/014377/SRR14722058,SRX11059048,FEN_303_S47_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126121,SAMN19302653,simple,161685,Umbilicaria mammulata,FEN_303_S47_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,D3546BD92D24171A56316F250DC57F7B,90B87EE931005352607EB67EE1BC6A5A
SRR14722057,2021-06-03 21:37:04,2021-06-03 21:17:13,7282013,2199167926,7282013,302,906,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/014377/SRR14722057,SRX11059049,FEN_304_S48_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126122,SAMN19302654,simple,174074,Cladonia squamosa,FEN_304_S48_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,D5A5B753F2E6A18C9B823AB034E13589,B6416C5214C07C6B86B74DF87220C9C9
SRR14722056,2021-06-03 21:37:04,2021-06-03 21:15:49,5097162,1539342924,5097162,302,630,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/014377/SRR14722056,SRX11059050,FEN_305_S49_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126124,SAMN19302655,simple,394545,Pertusaria plittiana,FEN_305_S49_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,3C2F5EDDE28C11C68566419D21E9A386,C5DA3B2E6A7F97470B5169B43D571C2C
SRR14722055,2021-06-03 21:37:04,2021-06-03 21:13:03,851655,257199810,851655,302,108,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/014377/SRR14722055,SRX11059051,FEN_306_S50_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126123,SAMN19302656,simple,1720410,Pertusaria rubefacta,FEN_306_S50_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,77A1E2B31C63A2753685FCBF0DFCFB84,1394453BC02AB0E3E756F89CBA4F7FA2
SRR14722054,2021-06-03 21:37:04,2021-06-03 21:17:14,6573813,1985291526,6573813,302,828,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/014377/SRR14722054,SRX11059052,FEN_307_S51_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126125,SAMN19302657,simple,1720522,Phaeophyscia rubropulchra,FEN_307_S51_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,7500591110CB7416654C902C29FB3F3E,992DBCBD7CEE2832337F21D0172FCDDB
SRR14722053,2021-06-03 21:37:04,2021-06-03 21:12:45,152135,45944770,152135,302,19,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/014377/SRR14722053,SRX11059053,FEN_308_S52_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126126,SAMN19302658,simple,1983619,Phlyctis boliviensis,FEN_308_S52_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,BC65FAD30FC19C40F931084E65AD5999,381D4E35900DE4A1EABCEEDED5B83E1D
SRR14722052,2021-06-03 21:37:04,2021-06-03 21:13:37,1049244,316871688,1049244,302,134,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/014377/SRR14722052,SRX11059054,FEN_309_S53_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126127,SAMN19302659,simple,254342,Physconia leucoleiptes,FEN_309_S53_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,A9AE93F4E65484D91651C9A4300576F9,E7922565C57138D361F6E582ABAF34F8
SRR14722050,2021-06-03 21:37:04,2021-06-03 21:17:09,5902213,1782468326,5902213,302,743,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/014377/SRR14722050,SRX11059056,FEN_310_S54_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126129,SAMN19302660,simple,40597,Porpidia crustulata,FEN_310_S54_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,09CAA03F681DB4D8584FA6602EE378CA,94391E9E6E54F6C222BF3E348F4B4594
SRR14722049,2021-06-03 21:37:04,2021-06-03 21:18:03,8306167,2508462434,8306167,302,1039,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/014377/SRR14722049,SRX11059057,FEN_311_S55_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126130,SAMN19302661,simple,262916,Porpidia macrocarpa,FEN_311_S55_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,7A02226BC35BC3691B315128D3BB5012,4179A89C1E0CDE597985610383288E50
SRR14722048,2021-06-03 21:37:04,2021-06-03 21:16:59,6802503,2054355906,6802503,302,870,,https://sra-download.ncbi.nlm.nih.gov/traces/sra10/SRR/014377/SRR14722048,SRX11059058,FEN_312_S56_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126131,SAMN19302662,simple,1776413,Pyrenula subelliptica,FEN_312_S56_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,BB91B247F0022C50E63C6A3737CE3D69,396273B07ADEC755E7ABC3403306AD2F
SRR14722047,2021-06-03 21:37:04,2021-06-03 21:14:29,3410637,1030012374,3410637,302,422,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/014376/SRR14722047,SRX11059059,FEN_313_S57_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126132,SAMN19302663,simple,114963,Heterodermia leucomelaena,FEN_313_S57_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,21D299F7D9CB0DC28CCC19DC2E6C4CD5,81D260F653026CED5A7832BBEB278EB0
SRR14722046,2021-06-03 21:37:04,2021-06-03 21:15:36,5326428,1608581256,5326428,302,654,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/014376/SRR14722046,SRX11059060,FEN_314_S58_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126134,SAMN19302664,simple,88642,Rhizocarpon geographicum,FEN_314_S58_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,E9791FF0E0F19553F7394884740BC910,B2F431F5F7C0AE8F2C83764B0CE8E546
SRR14722045,2021-06-03 21:37:04,2021-06-03 21:14:30,4675375,1411963250,4675375,302,590,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/014376/SRR14722045,SRX11059061,FEN_315_S59_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126133,SAMN19302665,simple,2840257,Rinodina ascociscana,FEN_315_S59_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,D7CDDF30EECC95090DB98722AB221CDA,28A086C6B0850FE73B1449AF72C934DD
SRR14722044,2021-06-03 21:37:04,2021-06-03 21:14:36,4462881,1347790062,4462881,302,565,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/014376/SRR14722044,SRX11059062,FEN_316_S60_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126136,SAMN19302666,simple,2840260,Rinodina chrysidiata,FEN_316_S60_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,F3349D2A1F85796FF0A7FDE45DDA5C24,EEB124E802DC4D764CD2B1C96E424385
SRR14722043,2021-06-03 21:37:04,2021-06-03 21:15:38,5984940,1807451880,5984940,302,752,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/014376/SRR14722043,SRX11059063,FEN_317_S61_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126135,SAMN19302667,simple,411585,Rinodina tephraspis,FEN_317_S61_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,086071F387849083821F82D5BB6B671F,863426518FA3BFA7236CFB09CFD580EE
SRR14722042,2021-06-03 21:37:04,2021-06-03 21:17:10,6751819,2039049338,6751819,302,847,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/014376/SRR14722042,SRX11059064,FEN_318_S62_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126137,SAMN19302668,simple,93123,Scoliciosporum umbrinum,FEN_318_S62_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6545F0C05091DD4FE79DC51D6BB056E6,DE7E7055C22EE4E948741601ACCA51DB
SRR14722041,2021-06-03 21:37:04,2021-06-03 21:17:09,6917208,2088996816,6917208,302,869,,https://sra-download.ncbi.nlm.nih.gov/traces/sra79/SRR/014376/SRR14722041,SRX11059065,FEN_319_S63_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126138,SAMN19302669,simple,174043,Stereocaulon dactylophyllum,FEN_319_S63_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,0CE0A450DDD3D9E7F541F24A9388C7DE,1B5D2B8566F601A68C9DCC68ACE57DB8
SRR14722039,2021-06-03 21:37:04,2021-06-03 21:15:15,7914051,2390043402,7914051,302,994,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/014376/SRR14722039,SRX11059067,FEN_320_S64_R1_001.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126141,SAMN19302670,simple,129518,Trapeliopsis flexuosa,FEN_320_S64_R1_001.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,8FA4354EFECDD42D52064B24291B3E77,58072BA93DEFD70C7D6B4BC7F2755FDD
SRR14722038,2021-06-03 21:37:04,2021-06-03 21:16:52,6896043,2082604986,6896043,302,901,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/014376/SRR14722038,SRX11059068,FEN_350_Flavopunctelia_flaventior_Plate5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126140,SAMN19302671,simple,172617,Flavopunctelia flaventior,FEN_350_Flavopunctelia_flaventior_Plate5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,D1D92E92A784E834B2A1B91F9BDE9A83,6606BA88302EAAD43AF34FB7713F58BD
SRR14722037,2021-06-03 21:37:04,2021-06-03 21:15:23,5839967,1763670034,5839967,302,767,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/014376/SRR14722037,SRX11059069,FEN_351_Phlyctis_speirea_Plate5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126143,SAMN19302672,simple,2054621,Phlyctis speirea,FEN_351_Phlyctis_speirea_Plate5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,A82C2722E094FBF97091850567E3C93D,99C7B523864B64AC6E469A93CDA826DA
SRR14722036,2021-06-03 21:37:04,2021-06-03 21:14:37,3839536,1159539872,3839536,302,504,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/014376/SRR14722036,SRX11059070,FEN_352_Phaeophyscia_hispidula_Plate5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126142,SAMN19302673,simple,244694,Phaeophyscia hispidula,FEN_352_Phaeophyscia_hispidula_Plate5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,2BADF420F5370ADEA0CD98C45FC4F39A,B515AE7E8AD214AA3DC0EE6B3E5E2257
SRR14722035,2021-06-03 21:37:04,2021-06-03 21:12:54,1833596,553745992,1833596,302,241,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/014376/SRR14722035,SRX11059071,FEN_353_Melanohalea_halei_Plate5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126144,SAMN19302674,simple,1231202,Melanohalea halei,FEN_353_Melanohalea_halei_Plate5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,64A2A47744F0FA2FED199506EE9E9B93,2FB146508C43C93C19B0CF272EB1184E
SRR14722034,2021-06-03 21:37:04,2021-06-03 21:15:07,4009438,1210850276,4009438,302,528,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/014376/SRR14722034,SRX11059072,FEN_354_Lepraria_jackii_Plate5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126145,SAMN19302675,simple,473018,Lepraria caesiella,FEN_354_Lepraria_jackii_Plate5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,2F42DEA6FBCF6743DDF2DDB6CC4846A4,CAA82208D8142439523FCCC8EF3DC7F5
SRR14722033,2021-06-03 21:37:04,2021-06-03 21:14:37,5819714,1757553628,5819714,302,763,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/014376/SRR14722033,SRX11059073,FEN_355_Lecanora_pseudistera_Plate5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126146,SAMN19302676,simple,2559909,Lecanora pseudistera,FEN_355_Lecanora_pseudistera_Plate5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,0EAD51AEAAAADA9D158BD866D6A532FC,BB40FE8054ACAEED5397ABD807D35DDC
SRR14722032,2021-06-03 21:37:04,2021-06-03 21:14:06,5168129,1560774958,5168129,302,676,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/014376/SRR14722032,SRX11059074,FEN_356_Platismatia_tuckermanii_Plate5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126148,SAMN19302677,simple,84127,Platismatia tuckermanii,FEN_356_Platismatia_tuckermanii_Plate5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,D306B75C3A0E3DFB6866154E6F473D71,50494FAEBD645F75B7CACAD47743887D
