genome	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	size	BUSCO_lineage	BAT_euk	median_cov	mag	bat_bacteria	role	metagenome
public_ERR4179391_metawrap_bin.6.fa	NA	NA	NA	NA	NA	3401646	NA	NA	7	public_ERR4179391_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__	bacteria_other	ERR4179391
public_ERR4179391_metawrap_bin.9.fa	NA	NA	NA	NA	NA	4173278	NA	NA	14	public_ERR4179391_metawrap_bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__CAHJXG01 sp903644035	bacteria_other	ERR4179391
public_SRR11456913_metawrap_bin.10.fa	NA	NA	NA	NA	NA	3482057	NA	NA	6	public_SRR11456913_metawrap_bin.10	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.11.fa	NA	NA	NA	NA	NA	6868559	NA	NA	185	public_SRR11456913_metawrap_bin.11	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	photobiont_cyano	SRR11456913
public_SRR11456913_metawrap_bin.12.fa	NA	NA	NA	NA	NA	2686058	NA	NA	6	public_SRR11456913_metawrap_bin.12	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__SEOHO-28;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.13.fa	NA	NA	NA	NA	NA	4886668	NA	NA	10	public_SRR11456913_metawrap_bin.13	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.14.fa	NA	NA	NA	NA	NA	4880843	NA	NA	13	public_SRR11456913_metawrap_bin.14	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.15.fa	NA	NA	NA	NA	NA	4425407	NA	NA	30	public_SRR11456913_metawrap_bin.15	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.16.fa	NA	NA	NA	NA	NA	3017454	NA	NA	11	public_SRR11456913_metawrap_bin.16	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.17.fa	NA	NA	NA	NA	NA	1727965	NA	NA	8	public_SRR11456913_metawrap_bin.17	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.18.fa	NA	NA	NA	NA	NA	4381607	NA	NA	9	public_SRR11456913_metawrap_bin.18	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.19.fa	NA	NA	NA	NA	NA	4484647	NA	NA	19	public_SRR11456913_metawrap_bin.19	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.1.fa	NA	NA	NA	NA	NA	5949094	NA	NA	10	public_SRR11456913_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.21.fa	NA	NA	NA	NA	NA	4057647	NA	NA	29	public_SRR11456913_metawrap_bin.21	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.22.fa	NA	NA	NA	NA	NA	6257254	NA	NA	7	public_SRR11456913_metawrap_bin.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Segetibacter;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.23.fa	NA	NA	NA	NA	NA	2884839	NA	NA	30	public_SRR11456913_metawrap_bin.23	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.25.fa	NA	NA	NA	NA	NA	3699865	NA	NA	49	public_SRR11456913_metawrap_bin.25	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.26.fa	NA	NA	NA	NA	NA	3911890	NA	NA	10	public_SRR11456913_metawrap_bin.26	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4092003	NA	NA	23	public_SRR11456913_metawrap_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.5.fa	NA	NA	NA	NA	NA	3783488	NA	NA	6	public_SRR11456913_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.6.fa	NA	NA	NA	NA	NA	4199570	NA	NA	13	public_SRR11456913_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.7.fa	NA	NA	NA	NA	NA	4049068	NA	NA	8	public_SRR11456913_metawrap_bin.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__	bacteria_other	SRR11456913
public_SRR11456913_metawrap_bin.8.fa	NA	NA	NA	NA	NA	4569804	NA	NA	18	public_SRR11456913_metawrap_bin.8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Iso899;s__	bacteria_other	SRR11456913
public_SRR11456914_metawrap_bin.10.fa	NA	NA	NA	NA	NA	2577071	NA	NA	8	public_SRR11456914_metawrap_bin.10	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.11.fa	NA	NA	NA	NA	NA	4267892	NA	NA	7	public_SRR11456914_metawrap_bin.11	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.12.fa	NA	NA	NA	NA	NA	5006012	NA	NA	40	public_SRR11456914_metawrap_bin.12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.13.fa	NA	NA	NA	NA	NA	2995003	NA	NA	12	public_SRR11456914_metawrap_bin.13	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.14.fa	NA	NA	NA	NA	NA	5828990	NA	NA	11	public_SRR11456914_metawrap_bin.14	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.15.fa	NA	NA	NA	NA	NA	5067086	NA	NA	8	public_SRR11456914_metawrap_bin.15	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.16.fa	NA	NA	NA	NA	NA	3542524	NA	NA	4	public_SRR11456914_metawrap_bin.16	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__JACMIU01;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.17.fa	NA	NA	NA	NA	NA	4373183	NA	NA	15	public_SRR11456914_metawrap_bin.17	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.18.fa	NA	NA	NA	NA	NA	6599299	NA	NA	32	public_SRR11456914_metawrap_bin.18	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.19.fa	NA	NA	NA	NA	NA	3797731	NA	NA	8	public_SRR11456914_metawrap_bin.19	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__CADCWK01;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3019888	NA	NA	5	public_SRR11456914_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.20.fa	NA	NA	NA	NA	NA	5351169	NA	NA	14	public_SRR11456914_metawrap_bin.20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ilyomonas;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.21.fa	NA	NA	NA	NA	NA	4304510	NA	NA	9	public_SRR11456914_metawrap_bin.21	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.22.fa	NA	NA	NA	NA	NA	4221727	NA	NA	5	public_SRR11456914_metawrap_bin.22	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.23.fa	NA	NA	NA	NA	NA	2670987	NA	NA	5	public_SRR11456914_metawrap_bin.23	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Angustibacteraceae;g__JACMOY01;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.24.fa	NA	NA	NA	NA	NA	4453400	NA	NA	17	public_SRR11456914_metawrap_bin.24	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4686693	NA	NA	14	public_SRR11456914_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.3.fa	NA	NA	NA	NA	NA	5499777	NA	NA	6	public_SRR11456914_metawrap_bin.3	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3533321	NA	NA	5	public_SRR11456914_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.5.fa	NA	NA	NA	NA	NA	4204513	NA	NA	8	public_SRR11456914_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.7.fa	NA	NA	NA	NA	NA	4004525	NA	NA	9	public_SRR11456914_metawrap_bin.7	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.8.fa	NA	NA	NA	NA	NA	4281283	NA	NA	14	public_SRR11456914_metawrap_bin.8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__	bacteria_other	SRR11456914
public_SRR11456914_metawrap_bin.9.fa	NA	NA	NA	NA	NA	3218285	NA	NA	64	public_SRR11456914_metawrap_bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	bacteria_other	SRR11456914
public_SRR11456915_metawrap_bin.10.fa	NA	NA	NA	NA	NA	4012591	NA	NA	7	public_SRR11456915_metawrap_bin.10	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	bacteria_other	SRR11456915
public_SRR11456915_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3042184	NA	NA	5	public_SRR11456915_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__	bacteria_other	SRR11456915
public_SRR11456915_metawrap_bin.3.fa	NA	NA	NA	NA	NA	8733206	NA	NA	69	public_SRR11456915_metawrap_bin.3	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc punctiforme_A	cephalodia	SRR11456915
public_SRR11456915_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3032277	NA	NA	11	public_SRR11456915_metawrap_bin.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__CAJCIY01;s__	bacteria_other	SRR11456915
public_SRR11456915_metawrap_bin.5.fa	NA	NA	NA	NA	NA	2803628	NA	NA	11	public_SRR11456915_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_N;s__	bacteria_other	SRR11456915
public_SRR11456915_metawrap_bin.6.fa	NA	NA	NA	NA	NA	3215214	NA	NA	17	public_SRR11456915_metawrap_bin.6	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	bacteria_other	SRR11456915
public_SRR11456915_metawrap_bin.8.fa	NA	NA	NA	NA	NA	4601963	NA	NA	46	public_SRR11456915_metawrap_bin.8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__;s__	bacteria_other	SRR11456915
public_SRR11456915_metawrap_bin.9.fa	NA	NA	NA	NA	NA	4154047	NA	NA	7	public_SRR11456915_metawrap_bin.9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	SRR11456915
public_SRR11456917_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4041276	NA	NA	5	public_SRR11456917_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	bacteria_other	SRR11456917
public_SRR11456917_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2409621	NA	NA	8	public_SRR11456917_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	bacteria_other	SRR11456917
public_SRR11456918_metawrap_bin.1.fa	NA	NA	NA	NA	NA	6011162	NA	NA	6	public_SRR11456918_metawrap_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__	bacteria_other	SRR11456918
public_SRR11456918_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3632934	NA	NA	8	public_SRR11456918_metawrap_bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	bacteria_other	SRR11456918
public_SRR11456918_metawrap_bin.3.fa	NA	NA	NA	NA	NA	7637561	NA	NA	137	public_SRR11456918_metawrap_bin.3	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	photobiont_cyano	SRR11456918
public_SRR11456918_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2492531	NA	NA	18	public_SRR11456918_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR11456918
public_SRR11456918_metawrap_bin.5.fa	NA	NA	NA	NA	NA	3052962	NA	NA	9	public_SRR11456918_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	bacteria_other	SRR11456918
public_SRR11456918_metawrap_bin.7.fa	NA	NA	NA	NA	NA	3085741	NA	NA	20	public_SRR11456918_metawrap_bin.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR11456918
public_SRR11456918_metawrap_bin.8.fa	NA	NA	NA	NA	NA	4352006	NA	NA	21	public_SRR11456918_metawrap_bin.8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__	bacteria_other	SRR11456918
public_SRR11456919_metawrap_bin.10.fa	NA	NA	NA	NA	NA	2718594	NA	NA	8	public_SRR11456919_metawrap_bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.11.fa	NA	NA	NA	NA	NA	4305696	NA	NA	15	public_SRR11456919_metawrap_bin.11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.12.fa	NA	NA	NA	NA	NA	2692002	NA	NA	7	public_SRR11456919_metawrap_bin.12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.13.fa	NA	NA	NA	NA	NA	5694266	NA	NA	11	public_SRR11456919_metawrap_bin.13	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.14.fa	NA	NA	NA	NA	NA	3227154	NA	NA	6	public_SRR11456919_metawrap_bin.14	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.15.fa	NA	NA	NA	NA	NA	2214623	NA	NA	5	public_SRR11456919_metawrap_bin.15	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAIOYC01;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2822033	NA	NA	9	public_SRR11456919_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.2.fa	NA	NA	NA	NA	NA	5000176	NA	NA	20	public_SRR11456919_metawrap_bin.2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3876638	NA	NA	12	public_SRR11456919_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3888541	NA	NA	6	public_SRR11456919_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.5.fa	NA	NA	NA	NA	NA	7668730	NA	NA	39	public_SRR11456919_metawrap_bin.5	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	cephalodia	SRR11456919
public_SRR11456919_metawrap_bin.6.fa	NA	NA	NA	NA	NA	3608571	NA	NA	7	public_SRR11456919_metawrap_bin.6	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Nyctobacter;s__	bacteria_other	SRR11456919
public_SRR11456919_metawrap_bin.7.fa	NA	NA	NA	NA	NA	2011403	NA	NA	5	public_SRR11456919_metawrap_bin.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	SRR11456919
public_SRR11456921_metawrap_bin.10.fa	NA	NA	NA	NA	NA	4789540	NA	NA	13	public_SRR11456921_metawrap_bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.11.fa	NA	NA	NA	NA	NA	5362047	NA	NA	17	public_SRR11456921_metawrap_bin.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.12.fa	NA	NA	NA	NA	NA	6629438	NA	NA	25	public_SRR11456921_metawrap_bin.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.13.fa	NA	NA	NA	NA	NA	2759869	NA	NA	8	public_SRR11456921_metawrap_bin.13	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.14.fa	NA	NA	NA	NA	NA	6825203	NA	NA	17	public_SRR11456921_metawrap_bin.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrella;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.15.fa	NA	NA	NA	NA	NA	4348868	NA	NA	6	public_SRR11456921_metawrap_bin.15	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodovarius;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.16.fa	NA	NA	NA	NA	NA	3240044	NA	NA	10	public_SRR11456921_metawrap_bin.16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Hydrocarboniphaga;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.17.fa	NA	NA	NA	NA	NA	5474166	NA	NA	6	public_SRR11456921_metawrap_bin.17	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.18.fa	NA	NA	NA	NA	NA	3889296	NA	NA	30	public_SRR11456921_metawrap_bin.18	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_D;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.19.fa	NA	NA	NA	NA	NA	4460902	NA	NA	33	public_SRR11456921_metawrap_bin.19	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2318548	NA	NA	7	public_SRR11456921_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Nevskia;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.20.fa	NA	NA	NA	NA	NA	3314321	NA	NA	21	public_SRR11456921_metawrap_bin.20	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__;g__;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.21.fa	NA	NA	NA	NA	NA	4191314	NA	NA	7	public_SRR11456921_metawrap_bin.21	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.23.fa	NA	NA	NA	NA	NA	3520896	NA	NA	14	public_SRR11456921_metawrap_bin.23	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.24.fa	NA	NA	NA	NA	NA	2878028	NA	NA	8	public_SRR11456921_metawrap_bin.24	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__LB1R16;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.25.fa	NA	NA	NA	NA	NA	2568384	NA	NA	12	public_SRR11456921_metawrap_bin.25	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3187911	NA	NA	10	public_SRR11456921_metawrap_bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Lysinimonas_A;s__	bacteria_other	SRR11456921
public_SRR11456921_metawrap_bin.3.fa	NA	NA	NA	NA	NA	8236644	NA	NA	252	public_SRR11456921_metawrap_bin.3	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	photobiont_cyano	SRR11456921
