Genome	metagenome	breadth	read_count	size.x	depth_cov	fasta	size.y	BUSCO_lineage	lineage	BAT_euk	bat_bacteria	Lichen.metagenomes	lineage_broad	putative_role
public_SRR1531545_metawrap_bin.3	SRR1531545	99.77	304082	3434186	11.068197820386	public_SRR1531545_metawrap_bin.3.fa	3434186	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__	Leptogium austroamericanum	bacteria_other	bacteria_other
public_SRR11456915_metawrap_bin.10	SRR11456915	99.88	328895	4012591	10.2457177918208	public_SRR11456915_metawrap_bin.10.fa	4012591	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	Peltigera aphthosa	bacteria_other	bacteria_other
public_SRR14721937_metabat2_bin.4	SRR14721937	99.96	2373618	25566584	11.6050798964774	public_SRR14721937_metabat2_bin.4.fa	25566584	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;146291;146292;364710;364733	Endocarpon pusillum	NA	Dermatocarpon luridum	Fungi	mycobiont
public_SRR14721937_metabat2_bin.4	SRR14721961	90.55	865043	25566584	4.22936341436932	public_SRR14721937_metabat2_bin.4.fa	25566584	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;146291;146292;364710;364733	Endocarpon pusillum	NA	Dermatocarpon muhlenbergii	Fungi	mycobiont
public_SRR14721954_metawrap_bin.3	SRR14721954	99.78	222455	5473292	5.08046619840491	public_SRR14721954_metawrap_bin.3.fa	5473292	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__	Collema furfuraceum	bacteria_other	bacteria_other
public_SRR1531545_metawrap_bin.5	ERR4179391	50.94	37155	3244140	1.43161978213024	public_SRR1531545_metawrap_bin.5.fa	3244140	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	Peltigera polydactylon	bacteria_other	bacteria_other
public_SRR1531545_metawrap_bin.5	GTX0163	54.52	44760	3244140	1.72464813479073	public_SRR1531545_metawrap_bin.5.fa	3244140	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	Heterodermia speciosa	bacteria_other	bacteria_other
public_SRR1531545_metawrap_bin.5	SRR11456913	51.59	41614	3244140	1.60342956839101	public_SRR1531545_metawrap_bin.5.fa	3244140	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	Peltigera malacea	bacteria_other	bacteria_other
public_SRR1531545_metawrap_bin.5	SRR14722145	75.41	58872	3244140	2.26839778801161	public_SRR1531545_metawrap_bin.5.fa	3244140	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	Leptogium chloromelum	bacteria_other	bacteria_other
public_SRR1531545_metawrap_bin.5	SRR1531545	99.77	368034	3244140	14.1807227801513	public_SRR1531545_metawrap_bin.5.fa	3244140	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	Leptogium austroamericanum	bacteria_other	bacteria_other
public_SRR1531545_metawrap_bin.4	SRR1531545	99.93	458087	2427663	23.5868302149022	public_SRR1531545_metawrap_bin.4.fa	2427663	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	Leptogium austroamericanum	bacteria_other	bacteria_other
public_SRR14722041_metawrap_bin.3	SRR14722041	99.91	318198	3590102	11.0790027692807	public_SRR14722041_metawrap_bin.3.fa	3590102	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_B;s__	Stereocaulon dactylophyllum	bacteria_other	bacteria_other
public_SRR14722041_metawrap_bin.2	SRR14722041	99.92	453557	3164712	17.9146238267495	public_SRR14722041_metawrap_bin.2.fa	3164712	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_B;s__	Stereocaulon dactylophyllum	bacteria_other	bacteria_other
public_SRR14722041_metawrap_bin.1	SRR14722041	99.92	205332	2933783	8.74860206088862	public_SRR14722041_metawrap_bin.1.fa	2933783	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	Stereocaulon dactylophyllum	bacteria_other	bacteria_other
public_SRR14722041_metawrap_bin.1	SRR14722101	74.1	48358	2933783	2.06039437817998	public_SRR14722041_metawrap_bin.1.fa	2933783	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	Cladonia strepsilis	bacteria_other	bacteria_other
public_SRR14722041_metawrap_bin.1	SRR14722103	60.11	25661	2933783	1.09334091853419	public_SRR14722041_metawrap_bin.1.fa	2933783	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	Cladonia coccifera	bacteria_other	bacteria_other
public_SRR14722086_metawrap_bin.7	SRR14722086	99.63	429313	8524580	6.29522216930336	public_SRR14722086_metawrap_bin.7.fa	8524580	NA	NA	NA	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__CAIVAU01;s__	fungal sp. Tripp_6058_COLO-L-0051364	Cyanobacteria	photobiont_cyano
public_SRR14722086_metawrap_bin.7	SRR14722098	65.71	154091	8524580	2.2595101459544	public_SRR14722086_metawrap_bin.7.fa	8524580	NA	NA	NA	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__CAIVAU01;s__	Acarospora sinopica	Cyanobacteria	photobiont_cyano
public_SRR2387885_metawrap_bin.3	SRR2387885	99.87	110342	2835096	4.86500280766507	public_SRR2387885_metawrap_bin.3.fa	2835096	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	Lasallia pustulata	bacteria_other	bacteria_other
public_SRR14721926_metabat2_bin.3	SRR14721926	99.99	7796657	32290860	30.1813616918224	public_SRR14721926_metabat2_bin.3.fa	32290860	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Buellia mamillana	Fungi	mycobiont
public_SRR14722066_metawrap_bin.1	SRR14722049	83.86	54575	1976906	3.4507836993767	public_SRR14722066_metawrap_bin.1.fa	1976906	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__	Porpidia macrocarpa	bacteria_other	bacteria_other
public_SRR14722066_metawrap_bin.1	SRR14722066	99.79	141941	1976906	8.97494620381546	public_SRR14722066_metawrap_bin.1.fa	1976906	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__	Pilophorus fibula	bacteria_other	bacteria_other
public_SRR14721986_metabat2_bin.4	SRR14721986	99.81	5228728	28415343	23.0013412120346	public_SRR14721986_metabat2_bin.4.fa	28415343	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Dirinaria frostii	Fungi	mycobiont
public_SRR14721954_metawrap_bin.4	SRR14721954	99.94	1881187	7566484	31.0776279973631	public_SRR14721954_metawrap_bin.4.fa	7566484	NA	NA	NA	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	Collema furfuraceum	Cyanobacteria	photobiont_cyano
public_SRR14721954_metawrap_bin.4	SRR14722015	72.66	753734	7566484	12.4518534632466	public_SRR14721954_metawrap_bin.4.fa	7566484	NA	NA	NA	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	Leptogium corticola	Cyanobacteria	photobiont_cyano
public_SRR14721954_metawrap_bin.4	SRR14722197	72.9	673733	7566484	11.1302191348055	public_SRR14721954_metawrap_bin.4.fa	7566484	NA	NA	NA	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	Leptogium corticola	Cyanobacteria	photobiont_cyano
public_SRR11456919_metawrap_bin.4	ERR4179390	64.2	198156	3888541	6.3698698303554	public_SRR11456919_metawrap_bin.4.fa	3888541	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__	Lobaria pulmonaria	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.4	SRR11456914	50.82	80630	3888541	2.59191043633075	public_SRR11456919_metawrap_bin.4.fa	3888541	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__	Peltigera extenuata	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.4	SRR11456919	99.87	213215	3888541	6.85395242071512	public_SRR11456919_metawrap_bin.4.fa	3888541	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__	Solorina crocea	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.5	SRR11456919	99.94	2732022	7668730	44.5318520798098	public_SRR11456919_metawrap_bin.5.fa	7668730	NA	NA	NA	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	Solorina crocea	Cyanobacteria	cephalodia_cyano
public_SRR11456919_metawrap_bin.6	SRR11456919	99.83	247316	3608571	8.56696459623491	public_SRR11456919_metawrap_bin.6.fa	3608571	NA	NA	NA	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Nyctobacter;s__	Solorina crocea	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.7	ERR4179389	60.95	16193	2011403	1.00632493836392	public_SRR11456919_metawrap_bin.7.fa	2011403	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	Cladonia furcata	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.7	ERR4179390	74.7	43674	2011403	2.71415027222292	public_SRR11456919_metawrap_bin.7.fa	2011403	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	Lobaria pulmonaria	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.7	SRR11456919	99.89	93938	2011403	5.83784055209225	public_SRR11456919_metawrap_bin.7.fa	2011403	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	Solorina crocea	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.7	T1888	91.36	47875	2011403	2.97522425888795	public_SRR11456919_metawrap_bin.7.fa	2011403	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	Puttea_exsequens	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.7	T1916	50.92	15984	2011403	0.993336491990914	public_SRR11456919_metawrap_bin.7.fa	2011403	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	Thelotrema_lepadinum	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.1	SRR11456919	99.97	247960	2822033	10.9832167093723	public_SRR11456919_metawrap_bin.1.fa	2822033	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	Solorina crocea	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.2	SRR11456919	99.99	898516	5000176	22.4621093337515	public_SRR11456919_metawrap_bin.2.fa	5000176	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	Solorina crocea	bacteria_other	bacteria_other
public_SRR11456919_metawrap_bin.3	SRR11456919	99.99	415993	3876638	13.413459033317	public_SRR11456919_metawrap_bin.3.fa	3876638	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	Solorina crocea	bacteria_other	bacteria_other
public_SRR12240181_metawrap_bin.3	SRR12240181	99.93	281142	3406090	10.3176222589538	public_SRR12240181_metawrap_bin.3.fa	3406090	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__JACCYI01;s__	Rinodina sp	bacteria_other	bacteria_other
public_SRR14721953_concoct_bin.46	SRR14721953	99.75	679653	16849686	5.04203016008726	public_SRR14721953_concoct_bin.46.fa	16849686	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Pannaria tavaresii	Fungi	mycobiont
public_SRR13685164_concoct_bin.7	SRR13685164	99.96	2960597	29939518	12.3607409110594	public_SRR13685164_concoct_bin.7.fa	29939518	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Usnea ceratina	Fungi	mycobiont
public_SRR14721983_metabat2_bin.1	SRR14721983	99.89	4689847	25048733	23.403613867416	public_SRR14721983_metabat2_bin.1.fa	25048733	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	NA	Gyalecta farlowii	Fungi	mycobiont
public_SRR14722281_metabat2_bin.1	SRR14722281	99.62	5320991	27227520	24.4283678792633	public_SRR14722281_metabat2_bin.1.fa	27227520	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;159987;714581;271822;1929940;1048519	Viridothelium virens	NA	Viridothelium virens	Fungi	mycobiont
public_SRR14722133_metabat2_bin.2	SRR14722133	99.96	3408639	29167719	14.6079258031799	public_SRR14722133_metabat2_bin.2.fa	29167719	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Heterodermia hypoleuca	Fungi	mycobiont
public_SRR14722086_metawrap_bin.1	SRR14722086	99.7	353264	4416334	9.99879085232231	public_SRR14722086_metawrap_bin.1.fa	4416334	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__	fungal sp. Tripp_6058_COLO-L-0051364	bacteria_other	bacteria_other
public_SRR14722086_metawrap_bin.1	SRR14722098	57.19	67490	4416334	1.91023822020708	public_SRR14722086_metawrap_bin.1.fa	4416334	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__	Acarospora sinopica	bacteria_other	bacteria_other
public_SRR14722086_metawrap_bin.1	SRR14722170	51.26	27173	4416334	0.769105099387863	public_SRR14722086_metawrap_bin.1.fa	4416334	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__	Cladonia rangiferina	bacteria_other	bacteria_other
public_SRR14722086_metawrap_bin.1	SRR14722290	60.88	41875	4416334	1.18523078191097	public_SRR14722086_metawrap_bin.1.fa	4416334	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__	Cladonia robbinsii	bacteria_other	bacteria_other
private_X14_concoct_bin.2	X14	99.97	50812641	35839814	177.221347326189	private_X14_concoct_bin.2.fa	35839814	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Hypogymnia physodes	Fungi	mycobiont
private_X14_concoct_bin.2	X3	93.13	1050245	35839814	3.66298287708748	private_X14_concoct_bin.2.fa	35839814	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Platismatia glauca	Fungi	fungi_other
public_SRR14722278_metawrap_bin.1	SRR14722278	99.73	148059	3785401	4.88914516586222	public_SRR14722278_metawrap_bin.1.fa	3785401	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	Buellia spuria	bacteria_other	bacteria_other
public_SRR14722188_concoct_bin.30	SRR14722067	93.58	1432635	45054228	3.9747518257332	public_SRR14722188_concoct_bin.30.fa	45054228	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	NA	Pertusaria epixantha	Chlorophyta	photobiont_chloro
public_SRR14722188_concoct_bin.30	SRR14722135	54.45	266611	45054228	0.739694729648902	public_SRR14722188_concoct_bin.30.fa	45054228	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	NA	Mycocalicium subtile	Chlorophyta	photobiont_chloro
public_SRR14722188_concoct_bin.30	SRR14722188	99.93	3390219	45054228	9.40594021497827	public_SRR14722188_concoct_bin.30.fa	45054228	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	NA	Xylographa vitiligo	Chlorophyta	photobiont_chloro
public_SRR14722208_metabat2_bin.1	SRR14722208	99.96	2353658	31111827	9.45644400761164	public_SRR14722208_metabat2_bin.1.fa	31111827	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Ricasolia quercizans	Fungi	mycobiont
public_SRR14722078_concoct_bin.17	SRR14722078	99.98	5639691	29286468	24.0712323179429	public_SRR14722078_concoct_bin.17.fa	29286468		1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Lecanora oreinoides	Fungi	mycobiont
public_SRR14722277_metawrap_bin.1	SRR14722277	99.92	551950	4378977	15.7556776388641	public_SRR14722277_metawrap_bin.1.fa	4378977	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	Cladonia furcata	bacteria_other	bacteria_other
private_GTX0161_concoct_bin.0	GTX0161	99.95	28367430	57477754	61.6921939921313	private_GTX0161_concoct_bin.0.fa	57477754	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	NA	Alectoria fallacina	Chlorophyta	photobiont_chloro
private_GTX0161_concoct_bin.0	T1881	52.85	2964495	57477754	6.44704862684788	private_GTX0161_concoct_bin.0.fa	57477754	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	NA	Hypocenomyce_scalaris	Chlorophyta	photobiont_chloro
public_SRR11456918_metawrap_bin.7	SRR11456918	99.99	559754	3085741	22.6750236004901	public_SRR11456918_metawrap_bin.7.fa	3085741	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	Peltigera dolichorhiza	bacteria_other	bacteria_other
public_SRR14721935_metabat2_bin.5	SRR14721935	99.96	3059763	30687529	12.4633812973342	public_SRR14721935_metabat2_bin.5.fa	30687529	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Parmotrema submarginale	Fungi	mycobiont
public_SRR11456918_metawrap_bin.5	ERR4179390	60.59	295824	3052962	12.1121717204472	public_SRR11456918_metawrap_bin.5.fa	3052962	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	Lobaria pulmonaria	bacteria_other	bacteria_other
public_SRR11456918_metawrap_bin.5	SRR11456918	99.95	254731	3052962	10.4296663371506	public_SRR11456918_metawrap_bin.5.fa	3052962	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	Peltigera dolichorhiza	bacteria_other	bacteria_other
public_SRR11456918_metawrap_bin.4	SRR11456913	87.48	90452	2492531	4.53615220833763	public_SRR11456918_metawrap_bin.4.fa	2492531	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	Peltigera malacea	bacteria_other	bacteria_other
public_SRR11456918_metawrap_bin.4	SRR11456915	79.71	66162	2492531	3.31801289532608	public_SRR11456918_metawrap_bin.4.fa	2492531	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	Peltigera aphthosa	bacteria_other	bacteria_other
public_SRR11456918_metawrap_bin.4	SRR11456918	99.99	414675	2492531	20.7958797704021	public_SRR11456918_metawrap_bin.4.fa	2492531	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	Peltigera dolichorhiza	bacteria_other	bacteria_other
public_SRR11456918_metawrap_bin.3	SRR11456918	99.95	10033251	7637561	164.209015810152	public_SRR11456918_metawrap_bin.3.fa	7637561	NA	NA	NA	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	Peltigera dolichorhiza	Cyanobacteria	photobiont_cyano
public_SRR11456918_metawrap_bin.2	SRR11456918	99.94	288665	3632934	9.93222695485247	public_SRR11456918_metawrap_bin.2.fa	3632934	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	Peltigera dolichorhiza	bacteria_other	bacteria_other
public_SRR11456918_metawrap_bin.1	SRR11456918	99.98	367488	6011162	7.64178373499167	public_SRR11456918_metawrap_bin.1.fa	6011162	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__	Peltigera dolichorhiza	bacteria_other	bacteria_other
public_SRR14722101_metawrap_bin.3	SRR14722088	91.02	215156	2684928	10.0168421648551	public_SRR14722101_metawrap_bin.3.fa	2684928	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	Cladonia uncialis	bacteria_other	bacteria_other
public_SRR14722101_metawrap_bin.3	SRR14722095	65.08	27472	2684928	1.27899146643783	public_SRR14722101_metawrap_bin.3.fa	2684928	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	Umbilicaria papulosa	bacteria_other	bacteria_other
public_SRR14722101_metawrap_bin.3	SRR14722101	99.58	109911	2684928	5.11703665796625	public_SRR14722101_metawrap_bin.3.fa	2684928	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	Cladonia strepsilis	bacteria_other	bacteria_other
public_SRR14722101_metawrap_bin.3	SRR14722298	73.52	76826	2684928	3.57672533490656	public_SRR14722101_metawrap_bin.3.fa	2684928	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	Cladonia subtenuis	bacteria_other	bacteria_other
public_SRR14722101_metawrap_bin.3	SRR14722301	70.27	39014	2684928	1.81634293359077	public_SRR14722101_metawrap_bin.3.fa	2684928	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	Cladonia leporina	bacteria_other	bacteria_other
public_SRR13126828_metabat2_bin.1	SRR13125985	81.87	1811228	30836724	7.34200883336375	public_SRR13126828_metabat2_bin.1.fa	30836724	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Xanthoparmelia arapilensis	Fungi	mycobiont
public_SRR13126828_metabat2_bin.1	SRR13126647	81.87	1117958	30836724	4.53176381511862	public_SRR13126828_metabat2_bin.1.fa	30836724	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Xanthoparmelia barbatica	Fungi	mycobiont
public_SRR13126828_metabat2_bin.1	SRR13126828	99.97	2470872	30836724	10.0159472192961	public_SRR13126828_metabat2_bin.1.fa	30836724	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Xanthoparmelia tasmanica	Fungi	mycobiont
public_SRR11456918_metawrap_bin.8	SRR11456918	99.97	859082	4352006	24.6748855585217	public_SRR11456918_metawrap_bin.8.fa	4352006	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__	Peltigera dolichorhiza	bacteria_other	bacteria_other
private_T1894_metawrap_bin.12	SRR14722026	75.54	62329	5040762	1.54562445122384	private_T1894_metawrap_bin.12.fa	5040762	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	Tuckermannopsis ciliaris	bacteria_other	bacteria_other
private_T1894_metawrap_bin.12	SRR14722039	73.49	65833	5040762	1.63251607594249	private_T1894_metawrap_bin.12.fa	5040762	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	Trapeliopsis flexuosa	bacteria_other	bacteria_other
private_T1894_metawrap_bin.12	SRR14722059	81.18	83653	5040762	2.0744135509671	private_T1894_metawrap_bin.12.fa	5040762	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	Tuckermannopsis ciliaris	bacteria_other	bacteria_other
private_T1894_metawrap_bin.12	SRR14722068	56.19	37043	5040762	0.918586316910023	private_T1894_metawrap_bin.12.fa	5040762	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	Parmotrema neotropicum	bacteria_other	bacteria_other
