fasta	size	BUSCO_lineage	lineage	BAT_euk	median_cov	mag	bat_bacteria
public_SRR14722143_metawrap_bin.3.fa	3061974	NA	NA	NA	5	public_SRR14722143_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
public_SRR14722143_metawrap_bin.4.fa	2023406	NA	NA	NA	6	public_SRR14722143_metawrap_bin.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__
public_SRR14722143_metawrap_bin.5.fa	3680408	NA	NA	NA	15	public_SRR14722143_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__
public_SRR14722145_metawrap_bin.1.fa	5636286	NA	NA	NA	5	public_SRR14722145_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__
public_SRR14722145_metawrap_bin.2.fa	8205499	NA	NA	NA	43	public_SRR14722145_metawrap_bin.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_SRR14722145_metawrap_bin.5.fa	2645662	NA	NA	NA	10	public_SRR14722145_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_G;s__
public_SRR14722145_metawrap_bin.6.fa	2558475	NA	NA	NA	13	public_SRR14722145_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__
public_SRR14722145_metawrap_bin.7.fa	4648277	NA	NA	NA	9	public_SRR14722145_metawrap_bin.7	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__
public_SRR14722149_metawrap_bin.10.fa	3696104	NA	NA	NA	12	public_SRR14722149_metawrap_bin.10	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
public_SRR14722149_metawrap_bin.1.fa	8553378	NA	NA	NA	30	public_SRR14722149_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_SRR14722149_metawrap_bin.2.fa	620729	NA	NA	NA	5	public_SRR14722149_metawrap_bin.2	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__C7867-001;s__
public_SRR14722149_metawrap_bin.4.fa	2750517	NA	NA	NA	5	public_SRR14722149_metawrap_bin.4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__
public_SRR14722149_metawrap_bin.5.fa	2784209	NA	NA	NA	4	public_SRR14722149_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter;s__
public_SRR14722149_metawrap_bin.6.fa	5826481	NA	NA	NA	7	public_SRR14722149_metawrap_bin.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__
public_SRR14722149_metawrap_bin.7.fa	3516021	NA	NA	NA	5	public_SRR14722149_metawrap_bin.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__
public_SRR14722149_metawrap_bin.8.fa	2864895	NA	NA	NA	11	public_SRR14722149_metawrap_bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__
public_SRR14722149_metawrap_bin.9.fa	3063529	NA	NA	NA	10	public_SRR14722149_metawrap_bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__
public_SRR14722150_metawrap_bin.1.fa	5034826	NA	NA	NA	8	public_SRR14722150_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_SRR14722150_metawrap_bin.2.fa	3046830	NA	NA	NA	7	public_SRR14722150_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722150_metawrap_bin.3.fa	3260348	NA	NA	NA	15	public_SRR14722150_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAIOYC01;s__
public_SRR14722152_metawrap_bin.1.fa	3138958	NA	NA	NA	11	public_SRR14722152_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722152_metawrap_bin.3.fa	2819151	NA	NA	NA	8	public_SRR14722152_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722154_metawrap_bin.1.fa	3663051	NA	NA	NA	20	public_SRR14722154_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722154_metawrap_bin.2.fa	3030643	NA	NA	NA	8	public_SRR14722154_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR14722154_metawrap_bin.3.fa	3917641	NA	NA	NA	33	public_SRR14722154_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722156_metawrap_bin.1.fa	3607728	NA	NA	NA	7	public_SRR14722156_metawrap_bin.1	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
public_SRR14722156_metawrap_bin.2.fa	3254686	NA	NA	NA	5	public_SRR14722156_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722156_metawrap_bin.3.fa	3274598	NA	NA	NA	7	public_SRR14722156_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722156_metawrap_bin.4.fa	5207319	NA	NA	NA	7	public_SRR14722156_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR14722156_metawrap_bin.5.fa	5138702	NA	NA	NA	6	public_SRR14722156_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__
public_SRR14722156_metawrap_bin.6.fa	3590909	NA	NA	NA	4	public_SRR14722156_metawrap_bin.6	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR14722157_metawrap_bin.1.fa	3716936	NA	NA	NA	6	public_SRR14722157_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722158_metawrap_bin.1.fa	2865180	NA	NA	NA	14	public_SRR14722158_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722160_metawrap_bin.3.fa	4302847	NA	NA	NA	6	public_SRR14722160_metawrap_bin.3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__
public_SRR14722160_metawrap_bin.4.fa	2415085	NA	NA	NA	6	public_SRR14722160_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722161_metawrap_bin.1.fa	8221173	NA	NA	NA	24	public_SRR14722161_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_SRR14722161_metawrap_bin.2.fa	3798441	NA	NA	NA	7	public_SRR14722161_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR14722161_metawrap_bin.3.fa	7077701	NA	NA	NA	6	public_SRR14722161_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__
public_SRR14722161_metawrap_bin.4.fa	3611815	NA	NA	NA	4	public_SRR14722161_metawrap_bin.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__
public_SRR14722162_metawrap_bin.1.fa	3736443	NA	NA	NA	7	public_SRR14722162_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR14722163_metawrap_bin.2.fa	5242144	NA	NA	NA	8	public_SRR14722163_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__
public_SRR14722164_metawrap_bin.1.fa	3266590	NA	NA	NA	17	public_SRR14722164_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__
public_SRR14722165_metawrap_bin.1.fa	4298480	NA	NA	NA	5	public_SRR14722165_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR14722165_metawrap_bin.2.fa	7259205	NA	NA	NA	9	public_SRR14722165_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14722165_metawrap_bin.3.fa	4139775	NA	NA	NA	13	public_SRR14722165_metawrap_bin.3	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
public_SRR14722165_metawrap_bin.4.fa	2520003	NA	NA	NA	8	public_SRR14722165_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
public_SRR14722165_metawrap_bin.5.fa	2495784	NA	NA	NA	7	public_SRR14722165_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14722166_metawrap_bin.1.fa	4103170	NA	NA	NA	8	public_SRR14722166_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__
public_SRR14722166_metawrap_bin.2.fa	3060312	NA	NA	NA	9	public_SRR14722166_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722167_metawrap_bin.1.fa	4825807	NA	NA	NA	7	public_SRR14722167_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
public_SRR14722169_metawrap_bin.1.fa	4314301	NA	NA	NA	14	public_SRR14722169_metawrap_bin.1	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__
public_SRR14722169_metawrap_bin.2.fa	3017433	NA	NA	NA	5	public_SRR14722169_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__
public_SRR14722170_metawrap_bin.1.fa	3698262	NA	NA	NA	30	public_SRR14722170_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722170_metawrap_bin.3.fa	3047177	NA	NA	NA	7	public_SRR14722170_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
public_SRR14722170_metawrap_bin.4.fa	3202196	NA	NA	NA	9	public_SRR14722170_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722172_metawrap_bin.1.fa	3432596	NA	NA	NA	50	public_SRR14722172_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722172_metawrap_bin.2.fa	3371435	NA	NA	NA	10	public_SRR14722172_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722173_metawrap_bin.1.fa	3923908	NA	NA	NA	6	public_SRR14722173_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
public_SRR14722174_metawrap_bin.1.fa	3553095	NA	NA	NA	6	public_SRR14722174_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722176_metawrap_bin.10.fa	2907999	NA	NA	NA	16	public_SRR14722176_metawrap_bin.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas_A;s__
public_SRR14722176_metawrap_bin.13.fa	4570261	NA	NA	NA	5	public_SRR14722176_metawrap_bin.13	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__
public_SRR14722176_metawrap_bin.1.fa	6808938	NA	NA	NA	11	public_SRR14722176_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Hassallia;s__
public_SRR14722176_metawrap_bin.2.fa	2669101	NA	NA	NA	7	public_SRR14722176_metawrap_bin.2	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__
public_SRR14722176_metawrap_bin.3.fa	3317761	NA	NA	NA	5	public_SRR14722176_metawrap_bin.3	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCYX01;s__
public_SRR14722176_metawrap_bin.4.fa	3501776	NA	NA	NA	6	public_SRR14722176_metawrap_bin.4	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__
public_SRR14722176_metawrap_bin.5.fa	3559965	NA	NA	NA	7	public_SRR14722176_metawrap_bin.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__
public_SRR14722176_metawrap_bin.6.fa	4835290	NA	NA	NA	5	public_SRR14722176_metawrap_bin.6	d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium;s__
public_SRR14722176_metawrap_bin.9.fa	5446922	NA	NA	NA	6	public_SRR14722176_metawrap_bin.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__
public_SRR14722177_metawrap_bin.1.fa	3253454	NA	NA	NA	6	public_SRR14722177_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR14722185_metawrap_bin.1.fa	2552460	NA	NA	NA	8	public_SRR14722185_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
public_SRR14722185_metawrap_bin.2.fa	4963974	NA	NA	NA	6	public_SRR14722185_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
public_SRR14722188_metawrap_bin.1.fa	3895846	NA	NA	NA	33	public_SRR14722188_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722188_metawrap_bin.2.fa	4904820	NA	NA	NA	7	public_SRR14722188_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__
public_SRR14722188_metawrap_bin.4.fa	5144463	NA	NA	NA	11	public_SRR14722188_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_SRR14722188_metawrap_bin.5.fa	3610653	NA	NA	NA	6	public_SRR14722188_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_SRR14722213_metawrap_bin.1.fa	4407690	NA	NA	NA	6	public_SRR14722213_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR14722219_metawrap_bin.1.fa	2729627	NA	NA	NA	7	public_SRR14722219_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__WQZC01;s__
public_SRR14722221_metawrap_bin.1.fa	2784723	NA	NA	NA	8	public_SRR14722221_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722221_metawrap_bin.2.fa	3219476	NA	NA	NA	6	public_SRR14722221_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722221_metawrap_bin.3.fa	2960063	NA	NA	NA	10	public_SRR14722221_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR14722221_metawrap_bin.5.fa	3149760	NA	NA	NA	11	public_SRR14722221_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722222_metawrap_bin.1.fa	3087716	NA	NA	NA	9	public_SRR14722222_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__
public_SRR14722229_metawrap_bin.1.fa	3569788	NA	NA	NA	14	public_SRR14722229_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722229_metawrap_bin.2.fa	3841435	NA	NA	NA	13	public_SRR14722229_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR14722229_metawrap_bin.3.fa	3389825	NA	NA	NA	6	public_SRR14722229_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
public_SRR14722229_metawrap_bin.6.fa	4259659	NA	NA	NA	13	public_SRR14722229_metawrap_bin.6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722230_metawrap_bin.1.fa	3278937	NA	NA	NA	6	public_SRR14722230_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__
public_SRR14722230_metawrap_bin.2.fa	9571050	NA	NA	NA	43	public_SRR14722230_metawrap_bin.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__CAIVAU01;s__
public_SRR14722230_metawrap_bin.3.fa	2710827	NA	NA	NA	7	public_SRR14722230_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__
public_SRR14722230_metawrap_bin.4.fa	3247070	NA	NA	NA	6	public_SRR14722230_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__
public_SRR14722230_metawrap_bin.6.fa	2399572	NA	NA	NA	7	public_SRR14722230_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__
public_SRR14722230_metawrap_bin.7.fa	2839538	NA	NA	NA	5	public_SRR14722230_metawrap_bin.7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14722230_metawrap_bin.8.fa	3240389	NA	NA	NA	10	public_SRR14722230_metawrap_bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_G;s__
public_SRR14722230_metawrap_bin.9.fa	5113930	NA	NA	NA	10	public_SRR14722230_metawrap_bin.9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
public_SRR14722231_metawrap_bin.1.fa	3717137	NA	NA	NA	5	public_SRR14722231_metawrap_bin.1	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
public_SRR14722231_metawrap_bin.4.fa	2487983	NA	NA	NA	6	public_SRR14722231_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722233_metawrap_bin.1.fa	1684253	NA	NA	NA	5	public_SRR14722233_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722233_metawrap_bin.2.fa	4483346	NA	NA	NA	15	public_SRR14722233_metawrap_bin.2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__
public_SRR14722251_metawrap_bin.1.fa	3314666	NA	NA	NA	10	public_SRR14722251_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722272_metawrap_bin.1.fa	2055267	NA	NA	NA	5	public_SRR14722272_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722274_metawrap_bin.2.fa	3983605	NA	NA	NA	10	public_SRR14722274_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14722275_metawrap_bin.1.fa	4202288	NA	NA	NA	7	public_SRR14722275_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722275_metawrap_bin.2.fa	3106746	NA	NA	NA	20	public_SRR14722275_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAJCIS01;s__
public_SRR14722276_metawrap_bin.1.fa	6648853	NA	NA	NA	12	public_SRR14722276_metawrap_bin.1	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
public_SRR14722276_metawrap_bin.2.fa	6182340	NA	NA	NA	12	public_SRR14722276_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CF-113;s__
public_SRR14722277_metawrap_bin.1.fa	4378977	NA	NA	NA	16	public_SRR14722277_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR14722278_metawrap_bin.1.fa	3785401	NA	NA	NA	5	public_SRR14722278_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR14722278_metawrap_bin.2.fa	5042767	NA	NA	NA	7	public_SRR14722278_metawrap_bin.2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__;g__;s__
public_SRR14722280_metawrap_bin.1.fa	224622	NA	NA	NA	16	public_SRR14722280_metawrap_bin.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__MT37;g__Spiroplasma_C;s__
public_SRR14722282_metawrap_bin.1.fa	7462238	NA	NA	NA	7	public_SRR14722282_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_SRR14722285_metawrap_bin.1.fa	7599834	NA	NA	NA	15	public_SRR14722285_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_SRR14722287_metawrap_bin.1.fa	5386515	NA	NA	NA	19	public_SRR14722287_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__
public_SRR14722288_metawrap_bin.1.fa	3652934	NA	NA	NA	9	public_SRR14722288_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__
public_SRR14722293_metawrap_bin.1.fa	2809221	NA	NA	NA	4	public_SRR14722293_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722298_metawrap_bin.1.fa	3901509	NA	NA	NA	11	public_SRR14722298_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14722299_metawrap_bin.1.fa	3140485	NA	NA	NA	6	public_SRR14722299_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
