alignment	start	end	length	nseqs	nparsimony	nvariable	nfixed
8623at3041_aligned_trimmed.fas	231428	231646	219	35	71	203	16
1709at3041_aligned_trimmed.fas	231647	232041	395	38	21	379	16
7114at3041_aligned_trimmed.fas	232042	232338	297	37	132	277	19
992at3041_aligned_trimmed.fas	232339	232760	422	35	124	321	100
4605at3041_aligned_trimmed.fas	232761	233111	351	33	114	285	65
6987at3041_aligned_trimmed.fas	233112	233284	173	37	53	155	16
9982at3041_aligned_trimmed.fas	233285	233468	184	36	67	158	25
11842at3041_aligned_trimmed.fas	233469	233529	61	21	18	32	29
1804at3041_aligned_trimmed.fas	233530	233969	440	33	77	306	131
10184at3041_aligned_trimmed.fas	233970	234121	152	35	43	132	19
5080at3041_aligned_trimmed.fas	234122	234366	245	36	91	203	38
5343at3041_aligned_trimmed.fas	234367	234711	345	35	105	330	15
7128at3041_aligned_trimmed.fas	234712	234870	159	39	52	109	49
2869at3041_aligned_trimmed.fas	234871	235149	279	33	119	262	16
784at3041_aligned_trimmed.fas	235150	235598	449	37	30	387	61
3222at3041_aligned_trimmed.fas	235599	235706	108	39	17	98	9
8592at3041_aligned_trimmed.fas	235707	235971	265	40	114	255	10
4813at3041_aligned_trimmed.fas	235972	236253	282	33	56	263	19
7965at3041_aligned_trimmed.fas	236254	236529	276	33	129	250	26
4122at3041_aligned_trimmed.fas	236530	236890	361	36	48	351	10
7397at3041_aligned_trimmed.fas	236891	237183	293	38	29	287	6
1863at3041_aligned_trimmed.fas	237184	237684	501	38	17	498	3
8289at3041_aligned_trimmed.fas	237685	237849	165	40	70	148	17
10409at3041_aligned_trimmed.fas	237850	238030	181	36	37	171	10
5458at3041_aligned_trimmed.fas	238031	238431	401	31	176	390	11
11068at3041_aligned_trimmed.fas	238432	238752	321	34	78	303	17
7633at3041_aligned_trimmed.fas	238753	239003	251	33	62	251	0
5543at3041_aligned_trimmed.fas	239004	239287	284	33	119	258	25
2043at3041_aligned_trimmed.fas	239288	239612	325	37	73	227	95
7902at3041_aligned_trimmed.fas	239613	239880	268	38	103	259	7
7101at3041_aligned_trimmed.fas	239881	240063	183	41	59	151	32
8644at3041_aligned_trimmed.fas	240064	240199	136	38	49	98	37
5531at3041_aligned_trimmed.fas	240200	240454	255	36	72	188	65
2618at3041_aligned_trimmed.fas	240455	240576	122	40	14	122	0
6375at3041_aligned_trimmed.fas	240577	240737	161	40	58	153	8
5095at3041_aligned_trimmed.fas	240738	241070	333	39	129	285	48
1720at3041_aligned_trimmed.fas	241071	241489	419	39	35	413	6
10175at3041_aligned_trimmed.fas	241490	241766	277	39	85	268	9
2358at3041_aligned_trimmed.fas	241767	242108	342	37	7	337	5
9901at3041_aligned_trimmed.fas	242109	242349	241	40	64	222	17
2983at3041_aligned_trimmed.fas	242350	242681	332	33	109	284	47
4322at3041_aligned_trimmed.fas	242682	242950	269	38	45	254	15
7254at3041_aligned_trimmed.fas	242951	243146	196	36	90	184	12
4410at3041_aligned_trimmed.fas	243147	243479	333	19	79	304	29
8991at3041_aligned_trimmed.fas	243480	243638	159	41	23	158	1
6851at3041_aligned_trimmed.fas	243639	243806	168	37	63	150	17
1691at3041_aligned_trimmed.fas	243807	244165	359	32	160	263	94
652at3041_aligned_trimmed.fas	244166	244856	691	25	167	641	49
4188at3041_aligned_trimmed.fas	244857	245147	291	35	119	212	77
3079at3041_aligned_trimmed.fas	245148	245526	379	17	107	322	55
8787at3041_aligned_trimmed.fas	245527	245648	122	37	54	109	12
9170at3041_aligned_trimmed.fas	245649	245838	190	41	39	186	4
2231at3041_aligned_trimmed.fas	245839	246257	419	41	11	419	0
9759at3041_aligned_trimmed.fas	246258	246408	151	36	60	146	5
1084at3041_aligned_trimmed.fas	246409	246772	364	38	59	315	46
7268at3041_aligned_trimmed.fas	246773	247201	429	40	78	419	10
1475at3041_aligned_trimmed.fas	247202	247580	379	35	110	359	20
5555at3041_aligned_trimmed.fas	247581	247925	345	39	95	328	17
8620at3041_aligned_trimmed.fas	247926	248200	275	38	131	256	19
7914at3041_aligned_trimmed.fas	248201	248407	207	37	79	185	22
6423at3041_aligned_trimmed.fas	248408	248775	368	35	93	330	36
5267at3041_aligned_trimmed.fas	248776	249138	363	35	154	314	49
9426at3041_aligned_trimmed.fas	249139	249264	126	38	63	118	6
3306at3041_aligned_trimmed.fas	249265	249738	474	29	258	431	43
8047at3041_aligned_trimmed.fas	249739	249963	225	38	103	200	25
8844at3041_aligned_trimmed.fas	249964	250395	432	33	108	407	24
4606at3041_aligned_trimmed.fas	250396	250665	270	37	46	246	24
8384at3041_aligned_trimmed.fas	250666	250809	144	42	11	138	6
6187at3041_aligned_trimmed.fas	250810	251067	258	43	15	255	3
3434at3041_aligned_trimmed.fas	251068	251313	246	40	115	227	19
2903at3041_aligned_trimmed.fas	251314	251648	335	38	35	333	2
4134at3041_aligned_trimmed.fas	251649	252039	391	36	135	360	31
4937at3041_aligned_trimmed.fas	252040	252745	706	36	43	703	3
2971at3041_aligned_trimmed.fas	252746	253045	300	36	66	226	72
3446at3041_aligned_trimmed.fas	253046	253276	231	40	93	218	13
4146at3041_aligned_trimmed.fas	253277	253564	288	38	78	269	19
4945at3041_aligned_trimmed.fas	253565	253809	245	38	82	228	16
5472at3041_aligned_trimmed.fas	253810	254272	463	38	13	460	3
6504at3041_aligned_trimmed.fas	254273	254465	193	39	65	193	0
7030at3041_aligned_trimmed.fas	254466	254661	196	36	63	167	29
2583at3041_aligned_trimmed.fas	254662	255095	434	38	124	407	27
11770at3041_aligned_trimmed.fas	255096	255316	221	41	117	210	9
8836at3041_aligned_trimmed.fas	255317	255547	231	42	132	221	10
2069at3041_aligned_trimmed.fas	255548	255913	366	40	76	346	20
6689at3041_aligned_trimmed.fas	255914	256120	207	43	40	199	8
3408at3041_aligned_trimmed.fas	256121	256581	461	24	196	399	60
1952at3041_aligned_trimmed.fas	256582	256947	366	29	131	291	73
3106at3041_aligned_trimmed.fas	256948	257264	317	27	87	250	65
11502at3041_aligned_trimmed.fas	257265	257444	180	38	69	167	13
8987at3041_aligned_trimmed.fas	257445	257589	145	42	78	129	16
6847at3041_aligned_trimmed.fas	257590	257846	257	36	41	246	11
7570at3041_aligned_trimmed.fas	257847	258000	154	41	40	117	37
9668at3041_aligned_trimmed.fas	258001	258156	156	37	39	129	27
8420at3041_aligned_trimmed.fas	258157	258299	143	37	16	143	0
5496at3041_aligned_trimmed.fas	258300	258621	322	35	40	319	3
6623at3041_aligned_trimmed.fas	258622	258789	168	35	17	135	33
4553at3041_aligned_trimmed.fas	258790	258964	175	35	80	146	26
11457at3041_aligned_trimmed.fas	258965	259076	112	38	50	105	7
4690at3041_aligned_trimmed.fas	259077	259364	288	39	87	264	24
10960at3041_aligned_trimmed.fas	259365	259496	132	40	67	114	18
6738at3041_aligned_trimmed.fas	259497	259674	178	41	64	168	9
6111at3041_aligned_trimmed.fas	259675	259907	233	33	98	212	20
12521at3041_aligned_trimmed.fas	259908	260104	197	29	112	188	9
10111at3041_aligned_trimmed.fas	260105	260202	98	36	12	64	34
6489at3041_aligned_trimmed.fas	260203	260580	378	26	142	335	40
4308at3041_aligned_trimmed.fas	260581	260791	211	40	28	133	78
7794at3041_aligned_trimmed.fas	260792	260970	179	31	99	166	11
11317at3041_aligned_trimmed.fas	260971	261232	262	36	52	262	0
1891at3041_aligned_trimmed.fas	261233	261717	485	41	26	475	10
6651at3041_aligned_trimmed.fas	261718	261856	139	35	60	114	23
3646at3041_aligned_trimmed.fas	261857	262147	291	36	131	260	31
6704at3041_aligned_trimmed.fas	262148	262751	604	37	10	604	0
5398at3041_aligned_trimmed.fas	262752	263002	251	34	96	202	49
3977at3041_aligned_trimmed.fas	263003	263295	293	40	67	284	9
10044at3041_aligned_trimmed.fas	263296	263427	132	37	37	108	20
2269at3041_aligned_trimmed.fas	263428	264101	674	33	118	671	3
9101at3041_aligned_trimmed.fas	264102	264318	217	38	74	208	7
3621at3041_aligned_trimmed.fas	264319	264592	274	38	85	199	73
12893at3041_aligned_trimmed.fas	264593	264693	101	25	49	90	11
8191at3041_aligned_trimmed.fas	264694	265010	317	37	70	316	1
2367at3041_aligned_trimmed.fas	265011	265670	660	33	208	644	15
1211at3041_aligned_trimmed.fas	265671	266078	408	39	48	354	52
3706at3041_aligned_trimmed.fas	266079	266357	279	36	95	260	19
3034at3041_aligned_trimmed.fas	266358	266999	642	33	113	624	18
7781at3041_aligned_trimmed.fas	267000	267176	177	37	11	167	10
12685at3041_aligned_trimmed.fas	267177	267238	62	38	23	43	19
1476at3041_aligned_trimmed.fas	267239	267681	443	33	58	392	49
9197at3041_aligned_trimmed.fas	267682	267821	140	42	62	119	20
5415at3041_aligned_trimmed.fas	267822	268239	418	32	159	405	12
4708at3041_aligned_trimmed.fas	268240	268512	273	27	107	194	75
3208at3041_aligned_trimmed.fas	268513	268827	315	28	134	271	43
5327at3041_aligned_trimmed.fas	268828	268984	157	41	60	139	16
8052at3041_aligned_trimmed.fas	268985	269185	201	38	89	176	24
6192at3041_aligned_trimmed.fas	269186	269340	155	37	43	107	46
6991at3041_aligned_trimmed.fas	269341	269903	563	36	120	553	10
8904at3041_aligned_trimmed.fas	269904	270079	176	41	79	161	15
2298at3041_aligned_trimmed.fas	270080	270426	347	36	90	312	33
2843at3041_aligned_trimmed.fas	270427	270573	147	40	23	147	0
4074at3041_aligned_trimmed.fas	270574	270785	212	36	38	202	10
2831at3041_aligned_trimmed.fas	270786	271194	409	33	63	394	15
7868at3041_aligned_trimmed.fas	271195	271760	566	38	20	561	5
4734at3041_aligned_trimmed.fas	271761	271963	203	39	76	176	27
7642at3041_aligned_trimmed.fas	271964	272181	218	37	97	185	30
5429at3041_aligned_trimmed.fas	272182	272448	267	37	77	179	84
7025at3041_aligned_trimmed.fas	272449	273295	847	35	33	841	6
7826at3041_aligned_trimmed.fas	273296	273536	241	37	138	220	21
3954at3041_aligned_trimmed.fas	273537	274028	492	33	90	469	22
7308at3041_aligned_trimmed.fas	274029	274280	252	38	59	237	14
2463at3041_aligned_trimmed.fas	274281	274744	464	31	200	410	53
10067at3041_aligned_trimmed.fas	274745	274887	143	34	67	127	14
5163at3041_aligned_trimmed.fas	274888	275196	309	34	142	270	36
4419at3041_aligned_trimmed.fas	275197	275460	264	40	92	208	54
3119at3041_aligned_trimmed.fas	275461	276021	561	40	17	561	0
4230at3041_aligned_trimmed.fas	276022	276258	237	36	40	183	53
9946at3041_aligned_trimmed.fas	276259	276552	294	17	93	273	21
5835at3041_aligned_trimmed.fas	276553	276838	286	40	83	272	12
4899at3041_aligned_trimmed.fas	276839	277191	353	39	99	337	16
5387at3041_aligned_trimmed.fas	277192	277442	251	28	125	202	48
8331at3041_aligned_trimmed.fas	277443	277675	233	32	123	223	10
5044at3041_aligned_trimmed.fas	277676	277938	263	38	68	247	16
2544at3041_aligned_trimmed.fas	277939	278324	386	40	119	338	47
2687at3041_aligned_trimmed.fas	278325	278609	285	39	37	283	2
7334at3041_aligned_trimmed.fas	278610	278824	215	33	63	182	32
1529at3041_aligned_trimmed.fas	278825	279319	495	42	11	494	1
4242at3041_aligned_trimmed.fas	279320	279616	297	36	45	261	35
9588at3041_aligned_trimmed.fas	279617	279711	95	36	37	76	18
7448at3041_aligned_trimmed.fas	279712	279864	153	39	55	132	19
4317at3041_aligned_trimmed.fas	279865	280078	214	34	69	172	41
5738at3041_aligned_trimmed.fas	280079	280731	653	36	17	650	3
11308at3041_aligned_trimmed.fas	280732	280854	123	39	46	107	14
9493at3041_aligned_trimmed.fas	280855	281094	240	39	101	221	18
4619at3041_aligned_trimmed.fas	281095	281657	563	38	120	543	18
6198at3041_aligned_trimmed.fas	281658	281805	148	37	43	136	12
6880at3041_aligned_trimmed.fas	281806	281992	187	40	89	155	31
5236at3041_aligned_trimmed.fas	281993	282102	110	42	63	103	7
3202at3041_aligned_trimmed.fas	282103	282675	573	38	117	536	35
1715at3041_aligned_trimmed.fas	282676	283008	333	39	108	262	69
7013at3041_aligned_trimmed.fas	283009	283199	191	38	57	143	48
5278at3041_aligned_trimmed.fas	283200	283477	278	38	121	261	17
9210at3041_aligned_trimmed.fas	283478	283656	179	40	92	167	12
9788at3041_aligned_trimmed.fas	283657	283789	133	29	52	114	19
7648at3041_aligned_trimmed.fas	283790	284013	224	38	111	209	15
5423at3041_aligned_trimmed.fas	284014	284438	425	29	158	413	12
9379at3041_aligned_trimmed.fas	284439	284845	407	36	35	390	16
9693at3041_aligned_trimmed.fas	284846	284980	135	40	45	98	37
8718at3041_aligned_trimmed.fas	284981	285137	157	33	51	123	31
10198at3041_aligned_trimmed.fas	285138	285302	165	37	47	147	18
4381at3041_aligned_trimmed.fas	285303	285991	689	40	35	645	40
4759at3041_aligned_trimmed.fas	285992	286195	204	37	68	167	36
1032at3041_aligned_trimmed.fas	286196	286474	279	39	19	232	46
5444at3041_aligned_trimmed.fas	286475	286668	194	39	51	186	8
1700at3041_aligned_trimmed.fas	286669	287115	447	35	157	421	25
6355at3041_aligned_trimmed.fas	287116	287423	308	17	148	260	46
2909at3041_aligned_trimmed.fas	287424	287857	434	34	221	398	33
7661at3041_aligned_trimmed.fas	287858	288044	187	37	57	151	34
1596at3041_aligned_trimmed.fas	288045	288476	432	34	153	367	61
3217at3041_aligned_trimmed.fas	288477	288914	438	32	182	419	19
5338at3041_aligned_trimmed.fas	288915	289157	243	38	41	234	8
7922at3041_aligned_trimmed.fas	289158	289325	168	38	66	159	8
4057at3041_aligned_trimmed.fas	289326	289689	364	35	61	359	5
5563at3041_aligned_trimmed.fas	289690	289950	261	37	57	256	5
11048at3041_aligned_trimmed.fas	289951	290065	115	39	48	91	23
1772at3041_aligned_trimmed.fas	290066	290441	376	38	107	331	45
5304at3041_aligned_trimmed.fas	290442	290653	212	39	49	140	67
4630at3041_aligned_trimmed.fas	290654	290968	315	40	100	296	16
4102at3041_aligned_trimmed.fas	290969	291284	316	39	69	295	20
9277at3041_aligned_trimmed.fas	291285	291406	122	38	42	100	21
7461at3041_aligned_trimmed.fas	291407	291570	164	37	51	145	18
2523at3041_aligned_trimmed.fas	291571	291837	267	38	95	208	56
7248at3041_aligned_trimmed.fas	291838	292044	207	38	51	186	20
7353at3041_aligned_trimmed.fas	292045	292152	108	42	52	106	2
8318at3041_aligned_trimmed.fas	292153	292309	157	38	34	79	76
9005at3041_aligned_trimmed.fas	292310	292650	341	37	27	338	3
5644at3041_aligned_trimmed.fas	292651	292981	331	40	112	317	14
6629at3041_aligned_trimmed.fas	292982	293199	218	38	47	190	27
6072at3041_aligned_trimmed.fas	293200	293396	197	38	98	158	37
2404at3041_aligned_trimmed.fas	293397	294020	624	34	94	612	10
1183at3041_aligned_trimmed.fas	294021	294643	623	39	89	616	7
7274at3041_aligned_trimmed.fas	294644	294855	212	37	106	194	16
4302at3041_aligned_trimmed.fas	294856	295153	298	31	87	293	5
9077at3041_aligned_trimmed.fas	295154	295288	135	41	20	92	41
4257at3041_aligned_trimmed.fas	295289	295952	664	36	163	631	31
10667at3041_aligned_trimmed.fas	295953	296286	334	39	39	334	0
4194at3041_aligned_trimmed.fas	296287	296400	114	20	29	107	7
4997at3041_aligned_trimmed.fas	296401	296601	201	36	84	172	28
3428at3041_aligned_trimmed.fas	296602	296837	236	36	95	195	37
1643at3041_aligned_trimmed.fas	296838	297309	472	38	49	462	10
11750at3041_aligned_trimmed.fas	297310	297449	140	39	51	128	12
8727at3041_aligned_trimmed.fas	297450	297579	130	40	63	122	8
2152at3041_aligned_trimmed.fas	297580	297919	340	38	119	318	21
1056at3041_aligned_trimmed.fas	297920	298394	475	41	17	463	12
7062at3041_aligned_trimmed.fas	298395	298659	265	35	81	231	34
5420at3041_aligned_trimmed.fas	298660	299009	350	37	157	335	15
9261at3041_aligned_trimmed.fas	299010	299274	265	39	85	241	23
7588at3041_aligned_trimmed.fas	299275	299514	240	19	84	199	38
416at3041_aligned_trimmed.fas	299515	299984	470	37	20	449	20
4299at3041_aligned_trimmed.fas	299985	300222	238	34	73	181	57
6403at3041_aligned_trimmed.fas	300223	300488	266	19	52	258	8
2876at3041_aligned_trimmed.fas	300489	300919	431	38	50	426	5
11693at3041_aligned_trimmed.fas	300920	301067	148	41	27	128	20
4797at3041_aligned_trimmed.fas	301068	301309	242	38	58	227	15
5963at3041_aligned_trimmed.fas	301310	301653	344	38	126	337	7
3297at3041_aligned_trimmed.fas	301654	302032	379	37	55	378	1
3733at3041_aligned_trimmed.fas	302033	302367	335	34	90	309	24
11337at3041_aligned_trimmed.fas	302368	302435	68	35	18	67	1
6940at3041_aligned_trimmed.fas	302436	302641	206	38	84	198	8
731at3041_aligned_trimmed.fas	302642	303266	625	30	215	544	78
3802at3041_aligned_trimmed.fas	303267	303594	328	35	104	297	31
5035at3041_aligned_trimmed.fas	303595	303937	343	37	118	311	30
3870at3041_aligned_trimmed.fas	303938	304232	295	34	84	247	47
6718at3041_aligned_trimmed.fas	304233	304397	165	36	70	149	16
2547at3041_aligned_trimmed.fas	304398	304759	362	34	102	331	31
5047at3041_aligned_trimmed.fas	304760	304937	178	34	46	118	59
4573at3041_aligned_trimmed.fas	304938	305202	265	39	106	234	29
8229at3041_aligned_trimmed.fas	305203	305377	175	39	67	164	10
1303at3041_aligned_trimmed.fas	305378	305900	523	42	22	494	29
9134at3041_aligned_trimmed.fas	305901	306233	333	40	26	329	4
1195at3041_aligned_trimmed.fas	306234	306650	417	40	46	414	1
1256at3041_aligned_trimmed.fas	306651	307087	437	34	74	416	21
10724at3041_aligned_trimmed.fas	307088	307211	124	37	52	116	8
3614at3041_aligned_trimmed.fas	307212	307493	282	39	109	251	30
9753at3041_aligned_trimmed.fas	307494	307738	245	39	47	239	5
5911at3041_aligned_trimmed.fas	307739	308012	274	38	109	268	5
7462at3041_aligned_trimmed.fas	308013	308191	179	33	83	135	44
6156at3041_aligned_trimmed.fas	308192	308369	178	38	79	135	41
13052at3041_aligned_trimmed.fas	308370	308475	106	37	38	98	8
8895at3041_aligned_trimmed.fas	308476	308659	184	38	54	175	9
5020at3041_aligned_trimmed.fas	308660	308916	257	36	56	177	79
4514at3041_aligned_trimmed.fas	308917	309129	213	34	77	194	18
11322at3041_aligned_trimmed.fas	309130	309266	137	39	53	127	10
7579at3041_aligned_trimmed.fas	309267	309486	220	35	92	208	11
7205at3041_aligned_trimmed.fas	309487	309677	191	40	19	182	9
3673at3041_aligned_trimmed.fas	309678	310247	570	38	43	565	5
1418at3041_aligned_trimmed.fas	310248	310811	564	39	20	560	4
6003at3041_aligned_trimmed.fas	310812	311032	221	39	68	215	6
1503at3041_aligned_trimmed.fas	311033	311562	530	38	80	505	25
11545at3041_aligned_trimmed.fas	311563	311931	369	38	67	364	5
7686at3041_aligned_trimmed.fas	311932	312134	203	39	69	183	20
7545at3041_aligned_trimmed.fas	312135	312305	171	38	64	155	16
3133at3041_aligned_trimmed.fas	312306	312605	300	39	35	296	3
5107at3041_aligned_trimmed.fas	312606	312740	135	39	46	94	41
3028at3041_aligned_trimmed.fas	312741	313046	306	37	106	266	40
10118at3041_aligned_trimmed.fas	313047	313144	98	42	55	88	10
5635at3041_aligned_trimmed.fas	313145	313377	233	27	102	214	18
1316at3041_aligned_trimmed.fas	313378	313809	432	31	186	405	26
8415at3041_aligned_trimmed.fas	313810	313982	173	40	27	161	11
4566at3041_aligned_trimmed.fas	313983	314225	243	39	127	207	33
8327at3041_aligned_trimmed.fas	314226	314369	144	35	66	116	27
9613at3041_aligned_trimmed.fas	314370	314469	100	40	47	80	20
10156at3041_aligned_trimmed.fas	314470	314577	108	37	50	90	18
8629at3041_aligned_trimmed.fas	314578	314779	202	39	47	196	6
8000at3041_aligned_trimmed.fas	314780	314889	110	41	20	59	49
5409at3041_aligned_trimmed.fas	314890	315093	204	39	67	166	37
6896at3041_aligned_trimmed.fas	315094	315350	257	38	79	229	27
524at3041_aligned_trimmed.fas	315351	315919	569	33	218	536	31
8296at3041_aligned_trimmed.fas	315920	316129	210	38	13	192	16
7388at3041_aligned_trimmed.fas	316130	316438	309	39	65	303	5
2720at3041_aligned_trimmed.fas	316439	316706	268	34	93	218	49
7848at3041_aligned_trimmed.fas	316707	316937	231	40	80	208	22
1967at3041_aligned_trimmed.fas	316938	317405	468	33	232	420	46
4825at3041_aligned_trimmed.fas	317406	317596	191	39	55	173	18
5512at3041_aligned_trimmed.fas	317597	317855	259	37	126	239	19
1116at3041_aligned_trimmed.fas	317856	318578	723	34	11	723	0
9508at3041_aligned_trimmed.fas	318579	318711	133	41	32	108	24
3554at3041_aligned_trimmed.fas	318712	318881	170	36	30	87	81
3697at3041_aligned_trimmed.fas	318882	319153	272	38	58	253	19
2863at3041_aligned_trimmed.fas	319154	319475	322	38	124	298	23
3333at3041_aligned_trimmed.fas	319476	319842	367	35	146	328	37
4633at3041_aligned_trimmed.fas	319843	320129	287	35	20	282	5
8871at3041_aligned_trimmed.fas	320130	320298	169	15	102	154	14
4728at3041_aligned_trimmed.fas	320299	320557	259	39	65	204	54
2936at3041_aligned_trimmed.fas	320558	320872	315	33	87	273	39
4101at3041_aligned_trimmed.fas	320873	321308	436	38	23	436	0
2941at3041_aligned_trimmed.fas	321309	321700	392	38	125	363	28
2281at3041_aligned_trimmed.fas	321701	322034	334	35	38	304	30
4975at3041_aligned_trimmed.fas	322035	322420	386	38	126	371	15
346at3041_aligned_trimmed.fas	322421	323626	1206	31	182	1180	26
2670at3041_aligned_trimmed.fas	323627	323971	345	37	79	311	34
1590at3041_aligned_trimmed.fas	323972	324625	654	30	157	635	18
3438at3041_aligned_trimmed.fas	324626	324934	309	16	151	289	19
4023at3041_aligned_trimmed.fas	324935	325136	202	38	64	172	29
8662at3041_aligned_trimmed.fas	325137	325425	289	39	59	275	14
7956at3041_aligned_trimmed.fas	325426	325606	181	36	76	146	34
11296at3041_aligned_trimmed.fas	325607	325827	221	37	129	202	19
3692at3041_aligned_trimmed.fas	325828	326139	312	30	112	250	59
4763at3041_aligned_trimmed.fas	326140	326646	507	34	86	500	6
4289at3041_aligned_trimmed.fas	326647	326868	222	37	9	109	109
1621at3041_aligned_trimmed.fas	326869	327264	396	34	62	378	17
2130at3041_aligned_trimmed.fas	327265	327604	340	39	105	263	73
5430at3041_aligned_trimmed.fas	327605	327834	230	36	47	192	36
11803at3041_aligned_trimmed.fas	327835	327911	77	37	39	67	9
7072at3041_aligned_trimmed.fas	327912	328119	208	39	96	200	8
1385at3041_aligned_trimmed.fas	328120	328670	551	29	140	513	36
4511at3041_aligned_trimmed.fas	328671	328913	243	36	107	230	13
6290at3041_aligned_trimmed.fas	328914	329118	205	39	91	169	36
4376at3041_aligned_trimmed.fas	329119	329314	196	37	38	183	13
6734at3041_aligned_trimmed.fas	329315	329652	338	36	155	312	24
3144at3041_aligned_trimmed.fas	329653	330067	415	36	185	377	37
2470at3041_aligned_trimmed.fas	330068	330538	471	39	28	468	2
5102at3041_aligned_trimmed.fas	330539	330792	254	35	146	237	16
6074at3041_aligned_trimmed.fas	330793	331009	217	40	85	188	27
1574at3041_aligned_trimmed.fas	331010	331430	421	35	64	377	44
9927at3041_aligned_trimmed.fas	331431	331612	182	41	59	174	8
3178at3041_aligned_trimmed.fas	331613	331895	283	33	110	247	34
4563at3041_aligned_trimmed.fas	331896	332166	271	35	127	244	27
5057at3041_aligned_trimmed.fas	332167	332357	191	38	63	141	50
2694at3041_aligned_trimmed.fas	332358	332694	337	34	82	256	76
10061at3041_aligned_trimmed.fas	332695	332795	101	36	31	94	7
6013at3041_aligned_trimmed.fas	332796	333087	292	37	39	284	8
5657at3041_aligned_trimmed.fas	333088	333305	218	35	60	204	13
5594at3041_aligned_trimmed.fas	333306	333546	241	39	107	226	15
6721at3041_aligned_trimmed.fas	333547	333695	149	37	56	128	21
5702at3041_aligned_trimmed.fas	333696	333875	180	37	76	148	30
6146at3041_aligned_trimmed.fas	333876	334124	249	39	85	242	6
1434at3041_aligned_trimmed.fas	334125	334604	480	25	146	438	41
4984at3041_aligned_trimmed.fas	334605	334874	270	38	108	205	62
8379at3041_aligned_trimmed.fas	334875	335523	649	20	128	629	20
6490at3041_aligned_trimmed.fas	335524	335731	208	38	89	168	37
1348at3041_aligned_trimmed.fas	335732	336138	407	38	63	349	56
4423at3041_aligned_trimmed.fas	336139	336452	314	40	115	244	68
3123at3041_aligned_trimmed.fas	336453	336734	282	36	20	282	0
7769at3041_aligned_trimmed.fas	336735	337012	278	37	110	239	37
5502at3041_aligned_trimmed.fas	337013	337493	481	22	142	441	40
4835at3041_aligned_trimmed.fas	337494	337708	215	41	50	120	94
7398at3041_aligned_trimmed.fas	337709	337902	194	40	73	171	22
8145at3041_aligned_trimmed.fas	337903	338014	112	36	49	94	18
10334at3041_aligned_trimmed.fas	338015	338210	196	39	71	189	7
5230at3041_aligned_trimmed.fas	338211	338403	193	40	23	177	14
7672at3041_aligned_trimmed.fas	338404	338735	332	39	49	321	11
8010at3041_aligned_trimmed.fas	338736	338909	174	37	89	161	13
5794at3041_aligned_trimmed.fas	338910	339176	267	36	136	237	30
2954at3041_aligned_trimmed.fas	339177	339471	295	38	99	267	26
6521at3041_aligned_trimmed.fas	339472	339792	321	40	94	301	19
3411at3041_aligned_trimmed.fas	339793	340596	804	35	6	804	0
7067at3041_aligned_trimmed.fas	340597	340883	287	39	109	268	17
5317at3041_aligned_trimmed.fas	340884	341229	346	38	105	315	31
1148at3041_aligned_trimmed.fas	341230	341636	407	36	20	251	155
3323at3041_aligned_trimmed.fas	341637	341865	229	37	88	157	71
6448at3041_aligned_trimmed.fas	341866	342170	305	38	23	289	16
1761at3041_aligned_trimmed.fas	342171	342564	394	36	100	335	57
6261at3041_aligned_trimmed.fas	342565	342851	287	32	128	233	54
9403at3041_aligned_trimmed.fas	342852	343588	737	32	155	726	11
5982at3041_aligned_trimmed.fas	343589	343755	167	39	34	149	17
6334at3041_aligned_trimmed.fas	343756	343931	176	37	78	141	34
3687at3041_aligned_trimmed.fas	343932	344379	448	35	77	418	28
4847at3041_aligned_trimmed.fas	344380	344675	296	40	55	273	22
9331at3041_aligned_trimmed.fas	344676	344839	164	41	82	136	26
7132at3041_aligned_trimmed.fas	344840	344980	141	37	53	100	39
3012at3041_aligned_trimmed.fas	344981	345305	325	39	96	255	70
10122at3041_aligned_trimmed.fas	345306	345601	296	37	112	267	26
5825at3041_aligned_trimmed.fas	345602	345962	361	33	168	335	22
12560at3041_aligned_trimmed.fas	345963	346141	179	12	76	160	19
8248at3041_aligned_trimmed.fas	346142	346316	175	39	91	151	23
10039at3041_aligned_trimmed.fas	346317	346451	135	37	52	109	25
8206at3041_aligned_trimmed.fas	346452	346648	197	41	68	174	22
6005at3041_aligned_trimmed.fas	346649	346840	192	34	76	176	16
8274at3041_aligned_trimmed.fas	346841	347066	226	40	50	216	10
9169at3041_aligned_trimmed.fas	347067	347354	288	39	9	288	0
2228at3041_aligned_trimmed.fas	347355	347652	298	41	88	251	43
1985at3041_aligned_trimmed.fas	347653	348025	373	35	62	352	19
5766at3041_aligned_trimmed.fas	348026	348375	350	36	53	344	6
10388at3041_aligned_trimmed.fas	348376	348481	106	38	31	86	18
10293at3041_aligned_trimmed.fas	348482	348603	122	37	46	110	12
10545at3041_aligned_trimmed.fas	348604	348742	139	38	49	124	13
11071at3041_aligned_trimmed.fas	348743	348866	124	39	53	104	19
2282at3041_aligned_trimmed.fas	348867	349223	357	34	26	355	2
7118at3041_aligned_trimmed.fas	349224	349780	557	36	112	541	16
9467at3041_aligned_trimmed.fas	349781	349946	166	39	70	141	25
1593at3041_aligned_trimmed.fas	349947	350332	386	36	33	312	71
2014at3041_aligned_trimmed.fas	350333	350797	465	35	100	457	8
12851at3041_aligned_trimmed.fas	350798	350864	67	40	36	54	13
