querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
private_X12_concoct_bin.4.fa,private_VT31_metabat2_bin.4.fa,10450913,1431061,0.29815912,0.3309246,0.86306834,35051463,31580949,0.33092460267739265,122
private_X12_concoct_bin.4.fa,private_VT33_concoct_bin.0.fa,7883643,1153221,0.21757865,0.24963287,0.8537198,36233533,31580949,0.249632872020407,122
private_X12_concoct_bin.4.fa,private_VT38_concoct_bin.3.fa,8360396,1189029,0.3257227,0.26472908,0.8577784,25667219,31580949,0.32572270490231137,122
private_X12_concoct_bin.4.fa,private_X1_concoct_bin.13.fa,8705157,1253259,0.24955273,0.27564582,0.85603255,34883038,31580949,0.2756458331888633,122
private_X12_concoct_bin.4.fa,private_X10_concoct_bin.0.fa,6204845,947743,0.19579783,0.1964743,0.8472576,31690061,31580949,0.196474304809523,122
private_X12_concoct_bin.4.fa,private_X14_concoct_bin.2.fa,8500634,1226884,0.23718409,0.2691697,0.85567147,35839814,31580949,0.2691696820130389,122
private_X12_concoct_bin.4.fa,private_X3_concoct_bin.10.fa,7701015,1128464,0.23594654,0.24385002,0.85346556,32638814,31580949,0.24385001856657315,122
private_X12_concoct_bin.4.fa,private_X7_concoct_bin.1.fa,8670932,1249874,0.24584407,0.27456212,0.8558547,35270049,31580949,0.2745621102139774,122
private_X12_concoct_bin.4.fa,private_X9_concoct_bin.20.fa,7938322,1157250,0.24004972,0.25136426,0.8542198,33069491,31580949,0.25136426394279665,122
private_VT2_concoct_bin.17.fa,public_SRR7232214_concoct_bin.6.fa,8492071,1238507,0.28226462,0.21868232,0.85415727,30085495,38832912,0.28226462619278825,122
private_VT2_concoct_bin.17.fa,public_SRR7232213_concoct_bin.1.fa,8713239,1271482,0.27734646,0.22437769,0.8540747,31416443,38832912,0.27734645198375896,122
private_VT2_concoct_bin.17.fa,public_SRR7232212_metabat2_bin.5.fa,8236309,1201680,0.2836121,0.2120961,0.8540997,29040754,38832912,0.2836120921653756,122
private_VT2_concoct_bin.17.fa,public_SRR7232211_concoct_bin.3.fa,8678180,1267583,0.26860872,0.22347488,0.85393447,32307886,38832912,0.26860872296008476,122
private_VT2_concoct_bin.17.fa,public_SRR5808930_metabat2_bin.9.fa,6768822,1037397,0.18641412,0.17430632,0.84673893,36310671,38832912,0.18641412602923257,122
private_VT2_concoct_bin.17.fa,public_SRR5808932_concoct_bin.35.fa,9152678,1326308,0.30538002,0.23569384,0.85509074,29971438,38832912,0.3053800087937055,122
private_VT2_concoct_bin.17.fa,public_SRR14721985_metabat2_bin.4.fa,6578895,991829,0.22489232,0.16941544,0.8492408,29253534,38832912,0.22489231557459005,122
private_VT2_concoct_bin.17.fa,public_SRR14721996_metabat2_bin.8.fa,8279120,1229424,0.2368947,0.21319854,0.8515031,34948523,38832912,0.23689470367603233,122
private_VT2_concoct_bin.17.fa,public_SRR14722007_metabat2_bin.10.fa,7077439,1069266,0.23267524,0.18225363,0.8489191,30417672,38832912,0.2326752356327598,122
private_VT2_concoct_bin.17.fa,public_SRR14722026_metabat2_bin.4.fa,15191506,1923057,0.44315946,0.39120182,0.8734124,34279999,38832912,0.44315946450290156,122
private_VT2_concoct_bin.17.fa,public_SRR14722033_concoct_bin.2.fa,8560810,1256296,0.274471,0.22045243,0.8532503,31190216,38832912,0.2744710071902035,122
private_VT2_concoct_bin.17.fa,public_SRR14722118_metabat2_bin.5.fa,6441804,982121,0.20890103,0.16588517,0.8475394,30836631,38832912,0.2089010307254382,122
private_VT2_concoct_bin.17.fa,public_SRR14722124_metabat2_bin.8.fa,15089474,1898934,0.45926043,0.38857436,0.87415504,32856029,38832912,0.45926042979813536,122
private_VT2_concoct_bin.17.fa,public_SRR14722129_metabat2_bin.3.fa,8573081,1257954,0.27163813,0.22076844,0.853267,31560669,38832912,0.2716381265555556,122
private_VT2_concoct_bin.17.fa,public_SRR14722132_metabat2_bin.8.fa,6346724,966591,0.20938125,0.16343673,0.8477024,30311807,38832912,0.2093812486995579,122
private_VT2_concoct_bin.17.fa,public_SRR14722140_metabat2_bin.5.fa,6827517,1040839,0.24436899,0.1758178,0.84755236,27939376,38832912,0.24436898662303697,122
private_VT2_concoct_bin.17.fa,public_SRR14722291_concoct_bin.3.fa,14962164,1893517,0.4452041,0.38529596,0.8734463,33607426,38832912,0.4452041045928361,122
private_VT2_concoct_bin.17.fa,public_SRR13125477_concoct_bin.14.fa,4822864,762385,0.15821174,0.12419527,0.84192276,30483605,38832912,0.1582117338156035,122
private_VT2_concoct_bin.17.fa,private_GTX0161_concoct_merged.0.fa,6861582,1040572,0.12032006,0.17669502,0.8483481,57027747,38832912,0.17669501581545055,122
private_VT2_concoct_bin.17.fa,private_TS1974_concoct_bin.10.fa,7462044,1130882,0.22193013,0.19215773,0.84844875,33623393,38832912,0.2219301306087699,122
private_VT2_concoct_bin.17.fa,private_X12_concoct_bin.4.fa,6368218,963632,0.20164746,0.16399023,0.84868103,31580949,38832912,0.2016474552427161,122
private_VT2_concoct_bin.17.fa,private_VT2_concoct_bin.17.fa,38828622,170,0.99988955,0.99988955,0.99999565,38832912,38832912,0.999889526698384,122
private_VT2_concoct_bin.17.fa,private_VT1_metabat2_bin.10.fa,7353957,1114334,0.22480531,0.18937434,0.8484715,32712560,38832912,0.2248053041400612,122
private_VT2_concoct_bin.17.fa,private_VT12_concoct_bin.10.fa,14501291,1861151,0.40859696,0.37342787,0.8716562,35490453,38832912,0.40859695422878933,122
private_VT2_concoct_bin.17.fa,private_VT15_metabat2_bin.1.fa,16738634,2077675,0.4404707,0.43104246,0.8758755,38001697,38832912,0.44047069792698995,122
private_VT2_concoct_bin.17.fa,private_VT19_concoct_bin.7.fa,7559557,1131871,0.18800935,0.19466881,0.85027283,40208408,38832912,0.19466881597753988,122
private_VT2_concoct_bin.17.fa,private_VT22_concoct_bin.7.fa,6718140,1014115,0.23801847,0.17300119,0.84904826,28225289,38832912,0.23801846634767848,122
private_VT2_concoct_bin.17.fa,private_VT26_concoct_bin.9.fa,8014463,1191900,0.23482242,0.20638326,0.85128134,34129889,38832912,0.23482241621119834,122
private_VT2_concoct_bin.17.fa,private_VT31_metabat2_bin.4.fa,7644283,1144023,0.21808742,0.19685063,0.8503427,35051463,38832912,0.21808741620856167,122
private_VT2_concoct_bin.17.fa,private_VT33_concoct_bin.0.fa,13342524,1746171,0.3682369,0.34358802,0.8691274,36233533,38832912,0.36823690364392564,122
private_VT2_concoct_bin.17.fa,private_VT38_concoct_bin.3.fa,6943845,1030693,0.2705336,0.1788134,0.8515674,25667219,38832912,0.27053359384201303,122
private_VT2_concoct_bin.17.fa,private_X1_concoct_bin.13.fa,7885038,1177820,0.22604218,0.20305039,0.85062593,34883038,38832912,0.22604218130313075,122
private_VT2_concoct_bin.17.fa,private_X10_concoct_bin.0.fa,5248133,822310,0.16560817,0.13514653,0.8433138,31690061,38832912,0.16560816970342845,122
private_VT2_concoct_bin.17.fa,private_X14_concoct_bin.2.fa,8764826,1295295,0.24455556,0.22570612,0.85221666,35839814,38832912,0.24455556605288187,122
private_VT2_concoct_bin.17.fa,private_X3_concoct_bin.10.fa,7401148,1121587,0.22675909,0.19058958,0.8484577,32638814,38832912,0.2267590973127884,122
private_VT2_concoct_bin.17.fa,private_X7_concoct_bin.1.fa,7871297,1175953,0.22317228,0.20269655,0.8506024,35270049,38832912,0.22317227288229738,122
private_VT2_concoct_bin.17.fa,private_X9_concoct_bin.20.fa,7785634,1159732,0.23543254,0.20049061,0.85104203,33069491,38832912,0.23543253205802292,122
private_VT1_metabat2_bin.10.fa,public_SRR7232214_concoct_bin.6.fa,10362809,1455733,0.34444535,0.3167838,0.8595233,30085495,32712560,0.34444535481300875,122
private_VT1_metabat2_bin.10.fa,public_SRR7232213_concoct_bin.1.fa,10465935,1469649,0.33313558,0.31993628,0.85957783,31416443,32712560,0.3331355812623345,122
private_VT1_metabat2_bin.10.fa,public_SRR7232212_metabat2_bin.5.fa,9959765,1405423,0.3429582,0.30446303,0.85888994,29040754,32712560,0.34295820969386676,122
private_VT1_metabat2_bin.10.fa,public_SRR7232211_concoct_bin.3.fa,10464975,1473779,0.32391396,0.31990695,0.8591703,32307886,32712560,0.32391395091588476,122
private_VT1_metabat2_bin.10.fa,public_SRR5808930_metabat2_bin.9.fa,7898537,1179134,0.2175266,0.24145274,0.85071486,36310671,32712560,0.24145273252842334,122
private_VT1_metabat2_bin.10.fa,public_SRR5808932_concoct_bin.35.fa,10430886,1464581,0.34802756,0.31886485,0.8595919,29971438,32712560,0.348027545425081,122
private_VT1_metabat2_bin.10.fa,public_SRR14721985_metabat2_bin.4.fa,10941196,1491011,0.3740128,0.33446467,0.86372507,29253534,32712560,0.3740127944883514,122
private_VT1_metabat2_bin.10.fa,public_SRR14721996_metabat2_bin.8.fa,9432940,1360309,0.26990956,0.28835836,0.8557916,34948523,32712560,0.2883583553228485,122
private_VT1_metabat2_bin.10.fa,public_SRR14722007_metabat2_bin.10.fa,29379491,232501,0.9658691,0.89811045,0.9920863,30417672,32712560,0.9658691500125322,122
private_VT1_metabat2_bin.10.fa,public_SRR14722026_metabat2_bin.4.fa,7873958,1176336,0.2296954,0.24070136,0.85060424,34279999,32712560,0.24070136974911166,122
private_VT1_metabat2_bin.10.fa,public_SRR14722033_concoct_bin.2.fa,9810706,1403094,0.31454435,0.2999064,0.85698336,31190216,32712560,0.31454434300807665,122
private_VT1_metabat2_bin.10.fa,public_SRR14722118_metabat2_bin.5.fa,7809997,1154110,0.25327012,0.23874612,0.85222656,30836631,32712560,0.2532701124192199,122
private_VT1_metabat2_bin.10.fa,public_SRR14722124_metabat2_bin.8.fa,7785280,1166805,0.23695134,0.23799054,0.8501268,32856029,32712560,0.23799054552746712,122
private_VT1_metabat2_bin.10.fa,public_SRR14722129_metabat2_bin.3.fa,9827968,1403749,0.31139922,0.30043408,0.85716796,31560669,32712560,0.31139922921152274,122
private_VT1_metabat2_bin.10.fa,public_SRR14722132_metabat2_bin.8.fa,7839506,1157805,0.2586288,0.2396482,0.8523115,30311807,32712560,0.2586287910846094,122
private_VT1_metabat2_bin.10.fa,public_SRR14722140_metabat2_bin.5.fa,25470681,1461157,0.911641,0.77862084,0.94263375,27939376,32712560,0.9116410115959641,122
private_VT1_metabat2_bin.10.fa,public_SRR14722291_concoct_bin.3.fa,7785185,1162024,0.23165074,0.23798764,0.85073906,33607426,32712560,0.23798764144414256,122
private_VT1_metabat2_bin.10.fa,public_SRR13125477_concoct_bin.14.fa,6276578,973957,0.20590012,0.19187059,0.84482676,30483605,32712560,0.2059001223772582,122
private_VT1_metabat2_bin.10.fa,private_GTX0161_concoct_merged.0.fa,8396439,1229079,0.14723428,0.25667325,0.85361904,57027747,32712560,0.2566732472175825,122
private_VT1_metabat2_bin.10.fa,private_TS1974_concoct_bin.10.fa,12359251,1691804,0.36757892,0.37781364,0.86311436,33623393,32712560,0.3778136287713343,122
private_VT1_metabat2_bin.10.fa,private_X12_concoct_bin.4.fa,7654006,1121406,0.2423615,0.23397759,0.85348773,31580949,32712560,0.2423614945833325,122
private_VT1_metabat2_bin.10.fa,private_VT2_concoct_bin.17.fa,7370890,1117026,0.18981038,0.22532293,0.8484544,38832912,32712560,0.2253229340656922,122
private_VT1_metabat2_bin.10.fa,private_VT1_metabat2_bin.10.fa,32702067,30,0.9996792,0.9996792,0.9999991,32712560,32712560,0.9996792363544766,122
private_VT1_metabat2_bin.10.fa,private_VT12_concoct_bin.10.fa,7472166,1125693,0.21054018,0.22841887,0.8493485,35490453,32712560,0.2284188703054729,122
private_VT1_metabat2_bin.10.fa,private_VT15_metabat2_bin.1.fa,8532259,1266529,0.22452311,0.26082516,0.85155994,38001697,32712560,0.26082516929277316,122
private_VT1_metabat2_bin.10.fa,private_VT19_concoct_bin.7.fa,9096681,1317890,0.22623828,0.27807915,0.85512406,40208408,32712560,0.2780791536950945,122
private_VT1_metabat2_bin.10.fa,private_VT22_concoct_bin.7.fa,8232126,1200357,0.2916578,0.2516503,0.8541863,28225289,32712560,0.29165781083764986,122
private_VT1_metabat2_bin.10.fa,private_VT26_concoct_bin.9.fa,9123853,1328105,0.26732737,0.27890977,0.8544359,34129889,32712560,0.2789097826645178,122
private_VT1_metabat2_bin.10.fa,private_VT31_metabat2_bin.4.fa,9263128,1345180,0.2642722,0.28316733,0.8547812,35051463,32712560,0.28316732166482844,122
private_VT1_metabat2_bin.10.fa,private_VT33_concoct_bin.0.fa,8935496,1310176,0.24660847,0.27315184,0.853374,36233533,32712560,0.2731518413722436,122
private_VT1_metabat2_bin.10.fa,private_VT38_concoct_bin.3.fa,8445437,1208798,0.3290359,0.25817108,0.8568697,25667219,32712560,0.329035919317944,122
private_VT1_metabat2_bin.10.fa,private_X1_concoct_bin.13.fa,9527795,1380280,0.27313548,0.291258,0.8551312,34883038,32712560,0.2912580060991864,122
private_VT1_metabat2_bin.10.fa,private_X10_concoct_bin.0.fa,7162713,1081785,0.22602396,0.21895911,0.84896994,31690061,32712560,0.22602395747991777,122
private_VT1_metabat2_bin.10.fa,private_X14_concoct_bin.2.fa,9789578,1413009,0.27314812,0.29926053,0.8556619,35839814,32712560,0.29926052867767,122
private_VT1_metabat2_bin.10.fa,private_X3_concoct_bin.10.fa,32161207,124978,0.9853669,0.98314553,0.996114,32638814,32712560,0.9853669008929062,122
private_VT1_metabat2_bin.10.fa,private_X7_concoct_bin.1.fa,9446440,1368521,0.26783177,0.28877103,0.8551284,35270049,32712560,0.288771040847919,122
private_VT1_metabat2_bin.10.fa,private_X9_concoct_bin.20.fa,8753430,1275005,0.26469806,0.2675862,0.8543422,33069491,32712560,0.2675862115346521,122
private_VT12_concoct_bin.10.fa,public_SRR7232214_concoct_bin.6.fa,8873871,1286402,0.29495513,0.25003543,0.8550348,30085495,35490453,0.2949551270471036,122
private_VT12_concoct_bin.10.fa,public_SRR7232213_concoct_bin.1.fa,9032559,1306560,0.28751054,0.25450674,0.85534996,31416443,35490453,0.287510556175949,122
private_VT12_concoct_bin.10.fa,public_SRR7232212_metabat2_bin.5.fa,8577975,1243832,0.29537714,0.2416981,0.85499704,29040754,35490453,0.2953771448220663,122
private_VT12_concoct_bin.10.fa,public_SRR7232211_concoct_bin.3.fa,8980542,1303212,0.27796748,0.25304106,0.8548849,32307886,35490453,0.2779674906615679,122
private_VT12_concoct_bin.10.fa,public_SRR5808930_metabat2_bin.9.fa,6951673,1062183,0.19144987,0.19587445,0.8472047,36310671,35490453,0.19587445108125276,122
private_VT12_concoct_bin.10.fa,public_SRR5808932_concoct_bin.35.fa,9493251,1360864,0.31674325,0.26748747,0.85664934,29971438,35490453,0.31674326070040415,122
private_VT12_concoct_bin.10.fa,public_SRR14721985_metabat2_bin.4.fa,6887568,1037049,0.23544396,0.1940682,0.84943175,29253534,35490453,0.23544396379596394,122
private_VT12_concoct_bin.10.fa,public_SRR14721996_metabat2_bin.8.fa,8335161,1227061,0.23849824,0.23485643,0.852785,34948523,35490453,0.23849823353049857,122
private_VT12_concoct_bin.10.fa,public_SRR14722007_metabat2_bin.10.fa,7233460,1085417,0.23780452,0.20381425,0.84994495,30417672,35490453,0.23780452363349833,122
private_VT12_concoct_bin.10.fa,public_SRR14722026_metabat2_bin.4.fa,20074399,2143898,0.5856009,0.5656282,0.89320236,34279999,35490453,0.5856009214002602,122
private_VT12_concoct_bin.10.fa,public_SRR14722033_concoct_bin.2.fa,8870343,1288378,0.28439504,0.24993603,0.85475445,31190216,35490453,0.2843950487550327,122
private_VT12_concoct_bin.10.fa,public_SRR14722118_metabat2_bin.5.fa,6717705,1017775,0.21784821,0.18928203,0.84849364,30836631,35490453,0.21784821435259902,122
private_VT12_concoct_bin.10.fa,public_SRR14722124_metabat2_bin.8.fa,19177059,2081083,0.5836694,0.5403442,0.8914806,32856029,35490453,0.5836694081320661,122
private_VT12_concoct_bin.10.fa,public_SRR14722129_metabat2_bin.3.fa,8833113,1282957,0.27987725,0.24888702,0.85475594,31560669,35490453,0.2798772421459127,122
private_VT12_concoct_bin.10.fa,public_SRR14722132_metabat2_bin.8.fa,6545022,992383,0.21592319,0.18441641,0.8483759,30311807,35490453,0.2159231879511505,122
private_VT12_concoct_bin.10.fa,public_SRR14722140_metabat2_bin.5.fa,6997030,1059262,0.25043616,0.19715245,0.8486126,27939376,35490453,0.2504361586314598,122
private_VT12_concoct_bin.10.fa,public_SRR14722291_concoct_bin.3.fa,19729740,2104288,0.5870649,0.55591685,0.89334434,33607426,35490453,0.5870648945265847,122
private_VT12_concoct_bin.10.fa,public_SRR13125477_concoct_bin.14.fa,5044999,799279,0.16549876,0.14215088,0.84157,30483605,35490453,0.1654987656479606,122
private_VT12_concoct_bin.10.fa,private_GTX0161_concoct_merged.0.fa,7130883,1076381,0.12504233,0.20092398,0.8490536,57027747,35490453,0.20092397806249473,122
private_VT12_concoct_bin.10.fa,private_TS1974_concoct_bin.10.fa,7780683,1173748,0.23140684,0.21923313,0.8491459,33623393,35490453,0.23140683630590167,122
private_VT12_concoct_bin.10.fa,private_X12_concoct_bin.4.fa,6618022,998186,0.20955741,0.18647331,0.8491716,31580949,35490453,0.20955741386998852,122
private_VT12_concoct_bin.10.fa,private_VT2_concoct_bin.17.fa,14596096,1874114,0.3758692,0.41126823,0.8716017,38832912,35490453,0.4112682359957479,122
private_VT12_concoct_bin.10.fa,private_VT1_metabat2_bin.10.fa,7484914,1127169,0.22880857,0.21089937,0.8494079,32712560,35490453,0.22880856771833205,122
private_VT12_concoct_bin.10.fa,private_VT12_concoct_bin.10.fa,35484507,40,0.99983245,0.99983245,0.99999887,35490453,35490453,0.9998324619863262,122
private_VT12_concoct_bin.10.fa,private_VT15_metabat2_bin.1.fa,21400436,2254578,0.5631442,0.60299134,0.894648,38001697,35490453,0.6029913453062997,122
private_VT12_concoct_bin.10.fa,private_VT19_concoct_bin.7.fa,7766806,1156714,0.19316372,0.21884212,0.8510695,40208408,35490453,0.21884212072469178,122
private_VT12_concoct_bin.10.fa,private_VT22_concoct_bin.7.fa,7020463,1055808,0.24872954,0.19781272,0.8496099,28225289,35490453,0.2487295347091043,122
private_VT12_concoct_bin.10.fa,private_VT26_concoct_bin.9.fa,8375278,1237518,0.24539423,0.23598678,0.8522416,34129889,35490453,0.2453942349475558,122
private_VT12_concoct_bin.10.fa,private_VT31_metabat2_bin.4.fa,8161808,1213773,0.23285213,0.22997193,0.85128623,35051463,35490453,0.2328521351590945,122
private_VT12_concoct_bin.10.fa,private_VT33_concoct_bin.0.fa,13593010,1752778,0.37515,0.3830047,0.871053,36233533,35490453,0.38300469143067856,122
private_VT12_concoct_bin.10.fa,private_VT38_concoct_bin.3.fa,7272512,1072356,0.28333852,0.2049146,0.8525467,25667219,35490453,0.283338526078731,122
private_VT12_concoct_bin.10.fa,private_X1_concoct_bin.13.fa,8140171,1211651,0.23335613,0.22936228,0.85115165,34883038,35490453,0.2333561371575492,122
private_VT12_concoct_bin.10.fa,private_X10_concoct_bin.0.fa,5457802,854428,0.1722244,0.15378226,0.84344834,31690061,35490453,0.1722244081511866,122
private_VT12_concoct_bin.10.fa,private_X14_concoct_bin.2.fa,8904869,1306465,0.24846303,0.25090885,0.85328645,35839814,35490453,0.25090885709461075,122
private_VT12_concoct_bin.10.fa,private_X3_concoct_bin.10.fa,7531419,1133395,0.23075038,0.21220972,0.8495111,32638814,35490453,0.23075038817280555,122
private_VT12_concoct_bin.10.fa,private_X7_concoct_bin.1.fa,8120169,1208027,0.23022845,0.22879869,0.8512313,35270049,35490453,0.2302284581458903,122
private_VT12_concoct_bin.10.fa,private_X9_concoct_bin.20.fa,8074169,1196102,0.24415764,0.22750257,0.85186064,33069491,35490453,0.24415764367222947,122
private_VT15_metabat2_bin.1.fa,public_SRR7232214_concoct_bin.6.fa,9824512,1394428,0.3265531,0.25852823,0.85806644,30085495,38001697,0.32655311139138643,122
private_VT15_metabat2_bin.1.fa,public_SRR7232213_concoct_bin.1.fa,10012036,1419842,0.31868777,0.26346287,0.8581865,31416443,38001697,0.31868776487522793,122
private_VT15_metabat2_bin.1.fa,public_SRR7232212_metabat2_bin.5.fa,9534906,1353714,0.32832846,0.25090736,0.85802543,29040754,38001697,0.3283284586894679,122
private_VT15_metabat2_bin.1.fa,public_SRR7232211_concoct_bin.3.fa,10054259,1431713,0.3112014,0.26457396,0.85760134,32307886,38001697,0.31120138903548195,122
private_VT15_metabat2_bin.1.fa,public_SRR5808930_metabat2_bin.9.fa,7969747,1201059,0.21948774,0.20972082,0.8492977,36310671,38001697,0.2194877368143376,122
private_VT15_metabat2_bin.1.fa,public_SRR5808932_concoct_bin.35.fa,10506308,1479023,0.350544,0.27646944,0.8592252,29971438,38001697,0.3505440079318183,122
private_VT15_metabat2_bin.1.fa,public_SRR14721985_metabat2_bin.4.fa,7610637,1126368,0.26016128,0.20027098,0.85200083,29253534,38001697,0.26016128512883263,122
private_VT15_metabat2_bin.1.fa,public_SRR14721996_metabat2_bin.8.fa,9607734,1386039,0.27491102,0.2528238,0.85573715,34948523,38001697,0.2749110169834645,122
private_VT15_metabat2_bin.1.fa,public_SRR14722007_metabat2_bin.10.fa,8224748,1217423,0.27039373,0.21643107,0.8519805,30417672,38001697,0.2703937369039945,122
private_VT15_metabat2_bin.1.fa,public_SRR14722026_metabat2_bin.4.fa,23036738,2315447,0.67201686,0.6062029,0.8994889,34279999,38001697,0.6720168807472836,122
private_VT15_metabat2_bin.1.fa,public_SRR14722033_concoct_bin.2.fa,9991178,1420427,0.32033053,0.262914,0.8578319,31190216,38001697,0.320330516467087,122
private_VT15_metabat2_bin.1.fa,public_SRR14722118_metabat2_bin.5.fa,7503073,1117567,0.24331689,0.19744048,0.8510521,30836631,38001697,0.24331688503844665,122
private_VT15_metabat2_bin.1.fa,public_SRR14722124_metabat2_bin.8.fa,23259708,2293882,0.7079282,0.61207026,0.9013796,32856029,38001697,0.7079281552862033,122
private_VT15_metabat2_bin.1.fa,public_SRR14722129_metabat2_bin.3.fa,9975762,1422832,0.3160821,0.26250833,0.8573711,31560669,38001697,0.31608208305090113,122
private_VT15_metabat2_bin.1.fa,public_SRR14722132_metabat2_bin.8.fa,7489550,1117580,0.24708359,0.19708462,0.85078144,30311807,38001697,0.24708358693363283,122
private_VT15_metabat2_bin.1.fa,public_SRR14722140_metabat2_bin.5.fa,7903618,1175189,0.28288457,0.20798066,0.85131,27939376,38001697,0.2828845569063532,122
private_VT15_metabat2_bin.1.fa,public_SRR14722291_concoct_bin.3.fa,22633540,2271732,0.6734684,0.59559286,0.89962983,33607426,38001697,0.6734684173670427,122
private_VT15_metabat2_bin.1.fa,public_SRR13125477_concoct_bin.14.fa,5840927,908492,0.1916088,0.15370174,0.84446096,30483605,38001697,0.19160880086197155,122
private_VT15_metabat2_bin.1.fa,private_GTX0161_concoct_merged.0.fa,8036819,1188166,0.14092822,0.21148579,0.8521597,57027747,38001697,0.21148579233185297,122
private_VT15_metabat2_bin.1.fa,private_TS1974_concoct_bin.10.fa,8554126,1269002,0.25440997,0.22509852,0.8516503,33623393,38001697,0.25440995797182037,122
private_VT15_metabat2_bin.1.fa,private_X12_concoct_bin.4.fa,7477841,1108121,0.2367833,0.19677651,0.8518127,31580949,38001697,0.2367832898245078,122
private_VT15_metabat2_bin.1.fa,private_VT2_concoct_bin.17.fa,16829961,2088982,0.43339425,0.44287392,0.8758772,38832912,38001697,0.4428739327088472,122
private_VT15_metabat2_bin.1.fa,private_VT1_metabat2_bin.10.fa,8547299,1268397,0.26128492,0.22491887,0.8516026,32712560,38001697,0.26128493153699983,122
private_VT15_metabat2_bin.1.fa,private_VT12_concoct_bin.10.fa,21393727,2253686,0.60280234,0.56296766,0.8946567,35490453,38001697,0.6028023085532326,122
private_VT15_metabat2_bin.1.fa,private_VT15_metabat2_bin.1.fa,37993684,180,0.9997891,0.9997891,0.9999953,38001697,38001697,0.9997891409954666,122
private_VT15_metabat2_bin.1.fa,private_VT19_concoct_bin.7.fa,8822721,1290129,0.21942478,0.2321665,0.853772,40208408,38001697,0.2321665003539184,122
private_VT15_metabat2_bin.1.fa,private_VT22_concoct_bin.7.fa,7840678,1153934,0.27778912,0.20632441,0.85282725,28225289,38001697,0.2777891131601877,122
private_VT15_metabat2_bin.1.fa,private_VT26_concoct_bin.9.fa,9357115,1360799,0.2741619,0.24622887,0.8545707,34129889,38001697,0.2741618936996836,122
private_VT15_metabat2_bin.1.fa,private_VT31_metabat2_bin.4.fa,9032859,1317343,0.25770277,0.2376962,0.854161,35051463,38001697,0.2577027669287299,122
private_VT15_metabat2_bin.1.fa,private_VT33_concoct_bin.0.fa,15466394,1924226,0.42685306,0.4069922,0.8755866,36233533,38001697,0.42685304797630413,122
private_VT15_metabat2_bin.1.fa,private_VT38_concoct_bin.3.fa,8060317,1162987,0.31403157,0.21210413,0.8557145,25667219,38001697,0.3140315668791387,122
private_VT15_metabat2_bin.1.fa,private_X1_concoct_bin.13.fa,9185207,1342161,0.26331443,0.24170518,0.85387796,34883038,38001697,0.2633144223275507,122
private_VT15_metabat2_bin.1.fa,private_X10_concoct_bin.0.fa,6271858,964899,0.19791247,0.16504152,0.8461542,31690061,38001697,0.19791246220699923,122
private_VT15_metabat2_bin.1.fa,private_X14_concoct_bin.2.fa,10135651,1454979,0.28280422,0.26671574,0.85644937,35839814,38001697,0.28280422995498805,122
private_VT15_metabat2_bin.1.fa,private_X3_concoct_bin.10.fa,8609600,1277594,0.26378408,0.2265583,0.8516082,32638814,38001697,0.2637840946058886,122
private_VT15_metabat2_bin.1.fa,private_X7_concoct_bin.1.fa,9145200,1336201,0.2592908,0.24065241,0.8538905,35270049,38001697,0.25929082207966314,122
private_VT15_metabat2_bin.1.fa,private_X9_concoct_bin.20.fa,9023110,1314611,0.27285302,0.23743966,0.8543062,33069491,38001697,0.272853005206521,122
private_VT19_concoct_bin.7.fa,public_SRR7232214_concoct_bin.6.fa,11059978,1515440,0.3676183,0.2750663,0.8629798,30085495,40208408,0.367618282497928,122
private_VT19_concoct_bin.7.fa,public_SRR7232213_concoct_bin.1.fa,11197351,1535195,0.35641688,0.27848282,0.86289656,31416443,40208408,0.35641689289904654,122
private_VT19_concoct_bin.7.fa,public_SRR7232212_metabat2_bin.5.fa,10660258,1464430,0.36707926,0.2651251,0.86262715,29040754,40208408,0.3670792431904488,122
private_VT19_concoct_bin.7.fa,public_SRR7232211_concoct_bin.3.fa,11255978,1549103,0.34839723,0.2799409,0.8623751,32307886,40208408,0.3483972303232715,122
private_VT19_concoct_bin.7.fa,public_SRR5808930_metabat2_bin.9.fa,7952184,1190472,0.21900405,0.19777416,0.8502962,36310671,40208408,0.21900404980122784,122
private_VT19_concoct_bin.7.fa,public_SRR5808932_concoct_bin.35.fa,10834186,1490428,0.3614837,0.26945075,0.86243284,29971438,40208408,0.3614836899050356,122
private_VT19_concoct_bin.7.fa,public_SRR14721985_metabat2_bin.4.fa,7685482,1123230,0.26271978,0.19114117,0.8538504,29253534,40208408,0.2627197794290427,122
private_VT19_concoct_bin.7.fa,public_SRR14721996_metabat2_bin.8.fa,9505119,1354384,0.27197483,0.2363963,0.85751003,34948523,40208408,0.27197484139744615,122
private_VT19_concoct_bin.7.fa,public_SRR14722007_metabat2_bin.10.fa,8797778,1270176,0.28923246,0.21880443,0.8556254,30417672,40208408,0.28923245671134856,122
private_VT19_concoct_bin.7.fa,public_SRR14722026_metabat2_bin.4.fa,8084831,1193095,0.23584689,0.20107314,0.85242796,34279999,40208408,0.23584688552645525,122
private_VT19_concoct_bin.7.fa,public_SRR14722033_concoct_bin.2.fa,10344986,1445283,0.33167407,0.25728413,0.8602914,31190216,40208408,0.331674073690288,122
