Gene.ID	family	Genome	class
NOSTOCSRR11456923_05002	GT2	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05019	GT83	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05049	GH31	public_SRR11456923_metawrap_bin.7	GH
NOSTOCSRR11456923_05116	GT2	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05172	GT2	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05195	GT83	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05266	GT19	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05269	CE11	public_SRR11456923_metawrap_bin.7	CE
NOSTOCSRR11456923_05274	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05450	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05451	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05553	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05558	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05560	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05561	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05569	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05689	CE4	public_SRR11456923_metawrap_bin.7	CE
NOSTOCSRR11456923_05692	CE9	public_SRR11456923_metawrap_bin.7	CE
NOSTOCSRR11456923_05768	GT51	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_05876	AA3_2	public_SRR11456923_metawrap_bin.7	AA
NOSTOCSRR11456923_05929	GH116	public_SRR11456923_metawrap_bin.7	GH
NOSTOCSRR11456923_05933	GH57	public_SRR11456923_metawrap_bin.7	GH
NOSTOCSRR11456923_06040	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_06046	GT4	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_06085	GT2	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_06119	CBM20	public_SRR11456923_metawrap_bin.7	CB
NOSTOCSRR11456923_06445	GH102	public_SRR11456923_metawrap_bin.7	GH
NOSTOCSRR11456923_06471	GT26	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_06667	GT2	public_SRR11456923_metawrap_bin.7	GT
NOSTOCSRR11456923_06774	GH100	public_SRR11456923_metawrap_bin.7	GH
NOSTOCSRR11456923_06780	GH18	public_SRR11456923_metawrap_bin.7	GH
NOSTOCSRR11456923_06782	GH19	public_SRR11456923_metawrap_bin.7	GH
LMUY01SRR13125477_00102	GH103	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_00115	GH23	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_00266	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_00569	GH13_11	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_00598	GT51	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_00768	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_00862	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_00987	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01123	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01180	GT9	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01181	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01344	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01349	GT83	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01350	GH8	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_01352	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01381	GH15	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_01438	GT30	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01453	GH32	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_01454	GT35	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01474	GT28	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01481	CE11	public_SRR13125477_metawrap_bin.5	CE
LMUY01SRR13125477_01571	GT20	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01572	GH13_26	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_01573	GH77	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_01574	GH13_10	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_01575	CBM48	public_SRR13125477_metawrap_bin.5	CB
LMUY01SRR13125477_01575	GH13_9	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_01635	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01637	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01639	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01647	GH15	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_01653	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_01928	AA3_2	public_SRR13125477_metawrap_bin.5	AA
LMUY01SRR13125477_01948	GH133	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_01953	GH13_11	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_02005	GT5	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_02219	GH141	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_02226	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_02246	GT21	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_02320	GH23	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_02589	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_02590	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_02674	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_02677	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_02677	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_02679	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_02940	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03049	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03070	GT112	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03158	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03176	GT21	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03218	GT9	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03221	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03261	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03308	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03511	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03685	GT51	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03798	GT4	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03826	GT51	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_03853	GT2	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_04022	GH13_3	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_04022	GH13_3	public_SRR13125477_metawrap_bin.5	GH
LMUY01SRR13125477_04034	GT19	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_04054	GT1	public_SRR13125477_metawrap_bin.5	GT
LMUY01SRR13125477_04112	CE9	public_SRR13125477_metawrap_bin.5	CE
CAHJWL01SRR14722050_00012	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00066	GH109	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00071	GH127	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00074	CBM66	public_SRR14722050_metawrap_bin.2	CB
CAHJWL01SRR14722050_00078	GH32	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00090	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00227	GH36	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00229	GT2	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00338	CE4	public_SRR14722050_metawrap_bin.2	CE
CAHJWL01SRR14722050_00338	GH18	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00338	GT2	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00359	GH3	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00377	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00378	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00389	GH13_11	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00406	GH36	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00411	GH92	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00423	GH4	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00435	GH30_3	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00519	GH5_36	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00536	GH76	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00549	GH106	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00550	GH30_3	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00551	CBM67	public_SRR14722050_metawrap_bin.2	CB
CAHJWL01SRR14722050_00551	GH78	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00562	GH33	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00596	GT35	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00754	GT83	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00775	GH78	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00868	GH146	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00879	GT2	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00918	GH43_3	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00942	GH51	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_00958	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_00962	GT9	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01056	GH38	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01069	GH171	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01070	CE9	public_SRR14722050_metawrap_bin.2	CE
CAHJWL01SRR14722050_01071	GH20	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01077	GH37	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01080	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01104	GT9	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01203	GT2	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01210	GH38	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01297	GT1	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01361	GH43_26	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01381	GH1	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01407	GH57	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01509	GH31	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01512	GT2	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01527	GH8	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01528	GT2	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01541	GT2	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01613	GT9	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01615	GT30	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01680	GT83	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01681	GT83	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01685	GT21	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01692	GH35	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01693	GH2	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01699	GH2	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01700	GH29	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01701	GH29	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01724	GH146	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01763	GH57	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01766	GT83	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01767	GT21	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01812	GH31	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_01831	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01832	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01834	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_01835	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_02078	GH1	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02137	GH2	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02184	GT2	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_02203	GH3	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02205	GT84	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_02208	GH28	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02214	GH39	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02216	GH30_3	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02266	GH5_13	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02274	GH51	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02305	GH1	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02307	GH27	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02339	GH51	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02453	GT28	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_02461	GH18	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02488	CE14	public_SRR14722050_metawrap_bin.2	CE
CAHJWL01SRR14722050_02579	GH92	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02584	GH125	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02586	GH5_1	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02591	GH3	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02620	CE11	public_SRR14722050_metawrap_bin.2	CE
CAHJWL01SRR14722050_02640	GH15	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02657	GH38	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02704	GH18	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02733	GH20	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02760	GH13_23	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02823	GH2	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02829	GH130	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02862	GH55	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02909	GH10	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_02951	GT4	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_03053	GT2	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_03062	GH13_16	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03066	GH13_3	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03067	GH15	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03068	GH13_26	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03069	GH13_10	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03143	CBM41	public_SRR14722050_metawrap_bin.2	CB
CAHJWL01SRR14722050_03143	GH13_13	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03178	GT9	public_SRR14722050_metawrap_bin.2	GT
CAHJWL01SRR14722050_03207	GH77	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03224	GH1	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03265	GH31	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03297	GH23	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03299	GH20	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03306	GH106	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03342	GH42	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03357	GH16_3	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03374	GH130	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03378	GH130	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03445	GH5_7	public_SRR14722050_metawrap_bin.2	GH
CAHJWL01SRR14722050_03469	GT4	public_SRR14722050_metawrap_bin.2	GT
ACETOBACSRR14722071_00082	GH31	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_00098	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00112	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00117	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00127	GT1	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00153	GH42	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_00224	GH23	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_00254	GT30	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00448	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00466	GT28	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00515	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00531	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00622	GT19	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00645	GT41	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00672	GT1	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00684	GH15	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_00720	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00790	GH23	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_00822	GH13_11	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_00831	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_00843	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_01029	GT2	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_01109	CE9	public_SRR14722071_metawrap_bin.1	CE
ACETOBACSRR14722071_01135	GH13_11	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01298	GH15	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01370	GT20	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_01383	GT2	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_01454	GH27	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01504	GH3	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01547	GH23	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01639	GH65	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01677	GT2	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_01703	GH13	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01925	GT35	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_01974	GH13_3	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01975	GH13_16	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01980	GH13_9	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01981	GH77	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_01982	GT20	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_02033	GT41	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_02040	GH55	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_02131	GH103	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_02159	GH13_10	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_02319	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_02465	GH54	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_02516	GH23	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_02606	GH5_13	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_02720	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_02732	GT2	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_02751	GH37	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_02800	GH3	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_03006	GH15	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_03086	GH36	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_03166	GH44	public_SRR14722071_metawrap_bin.1	GH
ACETOBACSRR14722071_03178	GT2	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_03215	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_03278	GT21	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_03297	GT9	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_03298	GT4	public_SRR14722071_metawrap_bin.1	GT
ACETOBACSRR14722071_03486	GT21	public_SRR14722071_metawrap_bin.1	GT
NOSTOCSRR14722145_00030	GT1	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00233	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00278	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00357	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00362	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00363	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00364	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00367	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00407	GH13_20	public_SRR14722145_metawrap_bin.2	GH
NOSTOCSRR14722145_00416	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00431	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00432	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00433	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00546	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00571	GH13_5	public_SRR14722145_metawrap_bin.2	GH
NOSTOCSRR14722145_00655	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00657	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_00753	CE4	public_SRR14722145_metawrap_bin.2	CE
NOSTOCSRR14722145_00759	GT51	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_01013	AA3_2	public_SRR14722145_metawrap_bin.2	AA
NOSTOCSRR14722145_01080	GT83	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_01208	GH102	public_SRR14722145_metawrap_bin.2	GH
NOSTOCSRR14722145_01565	GH102	public_SRR14722145_metawrap_bin.2	GH
NOSTOCSRR14722145_01677	GH100	public_SRR14722145_metawrap_bin.2	GH
NOSTOCSRR14722145_01681	GT51	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_01779	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_01802	GH32	public_SRR14722145_metawrap_bin.2	GH
NOSTOCSRR14722145_01925	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_01944	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_01983	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02096	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02128	GT35	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02220	GT39	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02267	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02284	GT2	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02349	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02354	CE11	public_SRR14722145_metawrap_bin.2	CE
NOSTOCSRR14722145_02357	GT19	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02368	GH133	public_SRR14722145_metawrap_bin.2	GH
NOSTOCSRR14722145_02438	CE4	public_SRR14722145_metawrap_bin.2	CE
NOSTOCSRR14722145_02592	GH31	public_SRR14722145_metawrap_bin.2	GH
NOSTOCSRR14722145_02614	GH13_16	public_SRR14722145_metawrap_bin.2	GH
NOSTOCSRR14722145_02619	GT51	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02645	GT1	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02677	GT14	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02678	GT4	public_SRR14722145_metawrap_bin.2	GT
NOSTOCSRR14722145_02714	CE4	public_SRR14722145_metawrap_bin.2	CE
NOSTOCSRR14722145_02737	GH3	public_SRR14722145_metawrap_bin.2	GH
